sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
3960,1103,477,16526,-314,-175,41
3961,325,1092,16242,-27,-123,80
3962,437,1894,16064,-18,-120,40
3963,1038,1328,16269,-282,-167,9
3964,1003,507,16478,-297,-177,22
3965,322,1217,16339,-54,-108,81
3966,498,1861,16050,-69,-131,36
3967,1160,1163,16308,-313,-148,15
3968,824,641,16374,-245,-141,51
3969,284,1215,16213,-25,-107,58
3970,612,1786,16193,-91,-121,36
3971,1191,1106,16300,-317,-175,15
3972,831,680,16428,-232,-174,21
3973,123,1387,16166,-17,-120,46
3974,694,1768,16093,-98,-123,19
3975,1252,1034,16421,-313,-171,-4
3976,756,689,16372,-191,-168,27
3977,120,1513,16144,19,-104,43
3978,671,1665,16140,-144,-143,-11
3979,1309,859,16425,-309,-182,16
3980,675,719,16429,-138,-122,49
3981,197,1674,16075,-5,-123,45
3982,713,1584,16152,-187,-174,7
3983,1117,744,16409,-322,-167,17
3984,633,782,16378,-116,-126,57
3985,263,1689,16113,34,-106,33
3986,903,1654,16144,-215,-153,-4
3987,1105,624,16452,-361,-175,18
3988,503,800,16331,-95,-131,71
3989,302,1765,16149,3,-109,60
3990,945,1660,16193,-217,-150,-4
3991,1145,592,16475,-340,-170,11
3992,365,893,16297,-97,-107,55
3993,320,1783,16110,-8,-80,48
3994,1136,1453,16283,-248,-129,-13
3995,1091,616,16433,-332,-139,22
3996,329,966,16349,-75,-106,74
3997,282,1869,16028,-5,-114,39
3998,1151,1372,16274,-260,-156,15
3999,1061,532,16512,-312,-167,40
4000,326,1123,16234,-58,-95,54
4001,390,1799,16097,-40,-120,35
4002,1078,1290,16304,-294,-171,-1
4003,1055,552,16458,-296,-161,18
4004,274,1219,16276,-41,-117,62
4005,509,1815,16045,-87,-133,40
4006,1095,1133,16300,-315,-176,31
4007,850,538,16460,-262,-161,27
4008,297,1276,16240,6,-124,48
4009,566,1834,16142,-96,-116,47
4010,1220,1078,16317,-309,-191,20
4011,789,665,16408,-217,-189,35
4012,182,1341,16227,-37,-90,74
4013,701,1734,16159,-138,-126,19
4014,1224,1000,16376,-319,-172,9
4015,755,754,16401,-177,-145,52
4016,146,1484,16151,-11,-115,50
4017,737,1679,16167,-114,-138,12
4018,1256,901,16446,-313,-174,-17
4019,647,732,16296,-167,-136,36
4020,177,1629,16126,4,-114,43
4021,732,1657,16192,-167,-136,-11
4022,1273,795,16420,-324,-175,-3
4023,605,783,16394,-148,-119,55
4024,201,1745,16083,25,-106,49
4025,841,1599,16199,-211,-142,1
4026,1176,648,16438,-339,-169,9
4027,598,819,16354,-108,-93,70
4028,225,1746,16165,12,-113,47
4029,927,1561,16142,-209,-161,-10
4030,1110,584,16500,-337,-161,29
4031,402,884,16364,-96,-125,56
4032,362,1831,16095,2,-125,43
4033,1042,1490,16245,-260,-164,10
4034,1129,606,16469,-321,-159,7
4035,335,959,16285,-73,-122,61
4036,310,1844,16033,-17,-114,39
4037,1180,1367,16298,-264,-145,-8
4038,1069,599,16485,-279,-149,26
4039,343,1111,16270,-54,-102,67
4040,337,1881,16044,-40,-114,32
4041,1119,1281,16292,-282,-183,6
4042,1022,533,16567,-285,-154,20
4043,261,1210,16208,-43,-94,79
4044,438,1826,16091,-45,-141,28
4045,1065,1179,16295,-268,-163,5
4046,945,567,16438,-255,-145,45
4047,348,1257,16268,-17,-103,41
4048,589,1835,16094,-103,-126,-1
4049,1169,1093,16331,-322,-155,0
4050,797,668,16422,-252,-126,36
4051,287,1332,16201,-19,-133,60
4052,689,1794,16182,-121,-161,9
4053,1211,974,16374,-334,-152,13
4054,709,729,16408,-174,-140,39
4055,136,1460,16126,-13,-126,43
4056,754,1710,16100,-168,-121,4
4057,1229,882,16460,-342,-163,-13
4058,674,732,16362,-166,-170,57
4059,178,1671,16084,4,-116,62
4060,771,1668,16161,-182,-152,21
4061,1331,783,16471,-328,-169,9
4062,639,736,16365,-115,-140,38
4063,221,1760,16099,11,-120,35
4064,782,1594,16131,-228,-161,21
4065,1217,654,16451,-365,-165,23
4066,595,770,16435,-117,-135,75
4067,239,1825,16052,12,-128,59
4068,898,1619,16146,-224,-175,-22
4069,1097,608,16438,-353,-169,12
4070,478,831,16327,-123,-127,93
4071,355,1779,16193,9,-116,57
4072,974,1616,16174,-240,-161,-9
4073,1109,585,16484,-335,-170,23
4074,376,929,16285,-81,-116,73
4075,366,1752,16084,-20,-89,43
4076,1135,1459,16352,-265,-145,-8
4077,1096,659,16408,-303,-166,13
4078,286,987,16278,-60,-133,53
4079,285,1757,16065,-36,-110,42
4080,1167,1359,16271,-293,-148,2
4081,992,621,16523,-297,-163,35
4082,303,1167,16204,-54,-123,53
4083,363,1763,16075,-86,-143,9
4084,1104,1205,16324,-306,-185,12
4085,1028,586,16502,-257,-153,37
4086,285,1285,16230,-12,-106,56
4087,486,1789,16120,-81,-111,53
4088,1090,1115,16315,-305,-154,21
4089,845,608,16434,-244,-145,31
4090,249,1361,16226,-1,-110,50
4091,580,1847,16096,-107,-136,19
4092,1193,965,16443,-335,-188,13
4093,798,619,16428,-210,-158,53
4094,259,1411,16161,11,-117,52
4095,788,1840,16171,-131,-118,7
4096,1197,863,16401,-362,-168,-8
4097,736,640,16471,-191,-135,48
4098,126,1536,16145,13,-101,63
4099,746,1726,16106,-144,-124,22
4100,1268,868,16451,-342,-178,21
4101,673,685,16341,-171,-155,42
4102,134,1638,16170,15,-109,52
4103,741,1680,16177,-182,-153,22
4104,1288,763,16438,-370,-144,25
4105,617,685,16450,-170,-139,55
4106,182,1735,16041,16,-113,27
4107,807,1641,16172,-188,-147,-4
4108,1163,675,16474,-345,-190,11
4109,651,763,16386,-115,-136,58
4110,286,1754,16116,20,-108,60
4111,944,1653,16159,-210,-145,7
4112,1138,648,16435,-354,-171,10
4113,457,873,16296,-109,-103,76
4114,346,1723,16158,-5,-106,63
4115,1024,1555,16205,-182,-167,2
4116,1055,675,16484,-293,-155,3
4117,319,963,16290,-90,-109,71
4118,309,1749,16054,-15,-102,60
4119,1164,1392,16323,-258,-152,22
4120,1092,656,16424,-308,-162,26
4121,351,1050,16343,-64,-97,70
4122,313,1821,16039,-29,-155,39
4123,1139,1294,16268,-304,-177,14
4124,1065,616,16487,-275,-142,24
4125,317,1195,16170,-36,-118,74
4126,404,1788,16079,-39,-126,29
4127,1042,1185,16340,-278,-167,-9
4128,977,573,16470,-261,-152,17
4129,290,1274,16296,-11,-123,52
4130,508,1823,16097,-71,-123,31
4131,1138,1085,16322,-328,-164,-8
4132,845,595,16420,-240,-154,41
4133,308,1329,16230,-16,-121,59
4134,588,1862,16133,-94,-126,1
4135,1193,962,16360,-334,-148,-18
4136,827,669,16425,-209,-158,30
4137,175,1416,16171,-24,-129,47
4138,712,1807,16157,-139,-129,19
4139,1219,920,16395,-327,-165,1
4140,745,637,16453,-187,-130,34
4141,140,1541,16126,27,-113,56
4142,716,1762,16113,-140,-126,16
4143,1314,888,16454,-352,-159,-18
4144,694,672,16366,-172,-129,37
4145,163,1643,16161,22,-101,31
4146,680,1732,16128,-174,-136,4
4147,1248,780,16409,-370,-162,26
4148,679,708,16434,-159,-144,57
4149,234,1659,16073,23,-121,44
4150,815,1676,16178,-188,-152,41
4151,1132,793,16430,-359,-165,25
4152,610,787,16371,-130,-117,88
4153,255,1643,16213,6,-115,54
4154,884,1647,16123,-206,-168,6
4155,1138,623,16491,-331,-174,13
4156,463,869,16316,-103,-116,60
4157,310,1710,16133,7,-103,41
4158,1011,1515,16302,-231,-159,-5
4159,1160,643,16424,-307,-148,35
4160,357,954,16280,-89,-129,77
4161,254,1831,16039,-24,-126,49
4162,1136,1365,16284,-260,-155,-9
4163,1080,645,16476,-322,-174,5
4164,357,1037,16331,-75,-125,59
4165,291,1878,16074,-9,-132,35
4166,1071,1292,16308,-291,-174,24
4167,1111,562,16537,-302,-164,49
4168,323,1183,16193,-22,-126,68
4169,415,1817,16085,-59,-108,39
4170,1071,1242,16277,-279,-151,11
4171,966,527,16480,-282,-157,17
4172,309,1253,16277,-19,-121,40
4173,488,1895,16043,-63,-116,18
4174,1140,1088,16367,-319,-162,1
4175,849,587,16390,-255,-171,31
4176,290,1270,16202,17,-127,51
4177,591,1871,16142,-91,-125,38
4178,1227,1029,16308,-346,-164,6
4179,817,586,16497,-214,-146,18
4180,137,1391,16237,43,-110,57
4181,668,1820,16053,-97,-123,16
4182,1287,965,16405,-376,-177,15
4183,789,607,16463,-222,-152,37
4184,139,1506,16155,9,-117,45
4185,637,1786,16104,-123,-116,9
4186,1284,966,16417,-337,-143,9
4187,699,598,16457,-203,-139,41
4188,192,1572,16111,30,-94,54
4189,677,1718,16134,-174,-129,21
4190,1213,829,16400,-351,-153,20
4191,714,714,16405,-170,-132,70
4192,216,1587,16150,-5,-115,56
4193,839,1650,16139,-169,-161,11
4194,1130,764,16426,-323,-181,23
4195,543,812,16347,-130,-124,55
4196,334,1618,16201,7,-139,20
4197,912,1601,16135,-204,-155,14
4198,1171,700,16423,-318,-160,16
4199,438,905,16303,-95,-133,49
4200,312,1745,16098,-8,-137,39
4201,1060,1436,16297,-267,-151,-18
4202,1120,708,16395,-305,-200,-5
4203,332,974,16297,-94,-147,68
4204,204,1835,15998,-23,-124,52
4205,1138,1274,16315,-263,-151,0
4206,1079,650,16497,-270,-150,22
4207,341,1153,16209,-56,-127,56
4208,346,1778,16091,-30,-134,37
4209,1064,1290,16300,-296,-163,0
4210,1111,517,16515,-290,-156,33
4211,317,1201,16226,-27,-103,60
4212,497,1870,16035,-72,-126,39
4213,1093,1264,16272,-310,-177,11
4214,898,487,16488,-285,-164,28
4215,333,1268,16276,-13,-114,55
4216,556,1925,16074,-68,-121,23
4217,1206,1077,16357,-289,-181,6
4218,789,593,16459,-225,-140,40
4219,231,1317,16177,-4,-106,51
4220,689,1893,16116,-117,-122,45
4221,1241,1043,16302,-342,-159,5
4222,806,594,16475,-213,-143,17
4223,133,1431,16127,29,-101,44
4224,673,1789,16072,-112,-147,14
4225,1270,953,16409,-360,-174,13
4226,727,627,16382,-197,-142,52
4227,114,1535,16183,19,-89,46
4228,623,1682,16109,-134,-133,23
4229,1297,919,16332,-327,-172,21
4230,701,670,16433,-185,-135,62
4231,191,1597,16118,-7,-118,52
4232,739,1654,16132,-180,-130,29
4233,1141,803,16407,-331,-162,11
4234,634,770,16368,-151,-138,63
4235,268,1623,16184,16,-124,30
4236,892,1677,16130,-175,-169,-26
4237,1137,717,16459,-344,-162,22
4238,486,884,16300,-121,-130,65
4239,319,1705,16116,-28,-128,29
4240,988,1549,16223,-214,-161,-18
4241,1144,656,16439,-328,-172,14
4242,385,917,16305,-74,-114,54
4243,295,1800,16073,14,-113,47
4244,1105,1432,16309,-260,-164,-7
4245,1110,644,16431,-318,-183,19
4246,382,1020,16319,-70,-120,58
4247,251,1872,16010,-23,-109,60
4248,1088,1361,16279,-292,-152,16
4249,1138,516,16570,-321,-131,11
4250,329,1140,16238,-38,-101,69
4251,367,1865,16068,-48,-131,34
4252,1034,1275,16274,-290,-161,16
4253,1048,493,16473,-286,-153,30
4254,343,1213,16255,-16,-118,58
4255,447,1872,16035,-38,-126,47
4256,1098,1158,16350,-306,-174,9
4257,862,546,16458,-275,-155,42
4258,290,1206,16293,-10,-91,55
4259,552,1910,16134,-49,-115,0
4260,1181,1106,16294,-326,-177,7
4261,822,555,16476,-253,-160,25
4262,206,1329,16217,-19,-122,55
4263,650,1819,16091,-90,-137,4
4264,1260,1049,16364,-319,-178,-1
4265,836,676,16388,-188,-151,39
4266,127,1487,16151,3,-96,64
4267,638,1746,16119,-140,-146,25
4268,1303,930,16433,-328,-182,-9
4269,701,653,16418,-191,-143,57
4270,170,1575,16144,14,-110,48
4271,640,1659,16143,-165,-142,11
4272,1207,845,16417,-338,-143,18
4273,667,707,16381,-183,-120,63
4274,198,1620,16062,11,-121,47
4275,794,1624,16136,-189,-162,16
4276,1143,745,16432,-324,-173,16
4277,573,803,16310,-134,-129,63
4278,280,1633,16158,1,-120,41
4279,919,1675,16114,-209,-164,-5
4280,1118,637,16476,-354,-159,27
4281,423,943,16292,-122,-122,65
4282,320,1788,16083,-14,-94,59
4283,1029,1471,16303,-232,-147,8
4284,1141,611,16459,-309,-174,17
4285,381,939,16284,-51,-88,84
4286,265,1844,16009,-9,-90,56
4287,1122,1383,16247,-253,-170,11
4288,1074,585,16529,-288,-161,40
4289,361,1039,16262,-43,-111,56
4290,314,1885,16018,-38,-128,27
4291,1045,1309,16291,-308,-157,-21
4292,1125,499,16544,-300,-162,14
4293,324,1156,16228,-12,-115,66
4294,388,1897,16067,-46,-111,48
4295,1077,1239,16298,-308,-178,0
4296,973,517,16460,-269,-168,30
4297,363,1197,16303,-4,-129,54
4298,503,1896,16061,-61,-138,29
4299,1126,1143,16347,-333,-183,-10
4300,825,602,16450,-269,-168,37
4301,269,1279,16246,-8,-113,59
4302,671,1863,16164,-82,-133,5
4303,1240,1084,16315,-326,-173,6
4304,816,622,16458,-236,-164,45
4305,158,1405,16175,-1,-103,52
4306,694,1738,16121,-114,-116,-2
4307,1252,1031,16373,-305,-153,-8
4308,760,734,16375,-209,-139,60
4309,132,1514,16157,-33,-123,68
4310,659,1625,16165,-148,-149,21
4311,1289,911,16389,-322,-148,33
4312,653,717,16387,-187,-154,35
4313,212,1571,16115,-15,-122,52
4314,735,1606,16169,-176,-128,14
4315,1187,764,16418,-319,-164,20
4316,665,780,16395,-145,-118,69
4317,198,1661,16153,9,-97,47
4318,888,1661,16123,-185,-161,-25
4319,1142,650,16417,-344,-175,13
4320,522,861,16380,-110,-121,67
4321,324,1708,16176,1,-91,46
4322,971,1571,16128,-236,-148,9
4323,1161,593,16460,-325,-176,38
4324,336,939,16266,-77,-109,71
4325,263,1819,16083,-5,-117,42
4326,1081,1483,16298,-270,-165,0
4327,1095,565,16410,-327,-170,20
4328,379,1000,16275,-49,-127,59
4329,321,1910,16050,10,-80,42
4330,1193,1389,16285,-284,-141,-10
4331,1128,616,16538,-305,-171,36
4332,309,1103,16204,-63,-132,83
4333,316,1788,16088,-36,-117,45
4334,1023,1277,16319,-272,-157,-7
4335,1001,526,16506,-298,-155,20
4336,269,1189,16272,-54,-111,67
4337,485,1869,16066,-84,-112,46
4338,1107,1184,16293,-316,-165,-12
4339,883,575,16429,-252,-195,10
4340,342,1293,16235,-5,-124,68
4341,569,1822,16113,-86,-113,26
4342,1194,1052,16315,-306,-182,0
4343,800,596,16454,-229,-146,37
