sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
0,194,1385,16201,-19,-126,35
1,622,1742,16102,-102,-140,9
2,1191,975,16390,-326,-162,14
3,769,709,16407,-203,-153,67
4,177,1573,16107,31,-104,55
5,705,1755,16117,-164,-127,21
6,1140,742,16424,-347,-169,19
7,622,677,16408,-136,-127,56
8,280,1601,16180,38,-111,62
9,892,1795,16099,-161,-155,6
10,1228,737,16446,-354,-186,20
11,522,786,16361,-131,-140,60
12,256,1669,16109,14,-116,69
13,1009,1631,16256,-182,-142,19
14,1210,822,16401,-303,-169,15
15,510,861,16337,-123,-151,55
16,145,1738,16069,-20,-120,57
17,972,1456,16260,-244,-154,6
18,1179,725,16497,-333,-144,29
19,434,948,16282,-102,-117,69
20,253,1776,16127,4,-93,47
21,929,1458,16274,-239,-137,19
22,1155,565,16508,-324,-166,19
23,395,1041,16326,-66,-147,65
24,387,1931,15996,-17,-135,37
25,1011,1385,16250,-266,-164,3
26,998,484,16516,-331,-182,12
27,367,1046,16277,-50,-128,55
28,400,1931,16095,-34,-120,39
29,1041,1290,16315,-274,-167,-2
30,901,552,16466,-285,-162,36
31,222,1147,16247,-25,-115,70
32,598,1890,16128,-72,-119,14
33,1217,1247,16276,-305,-178,-7
34,956,597,16468,-258,-156,38
35,201,1261,16184,-25,-122,53
36,540,1827,16093,-73,-104,32
37,1296,1136,16356,-325,-154,2
38,865,620,16396,-230,-153,23
39,231,1395,16233,-12,-113,54
40,559,1737,16102,-109,-124,15
41,1260,1019,16355,-317,-179,15
42,790,652,16501,-247,-150,52
43,201,1564,16095,-12,-132,67
44,686,1736,16159,-141,-133,-1
45,1120,896,16418,-326,-138,12
46,748,674,16352,-192,-143,59
47,250,1594,16155,5,-129,45
48,785,1768,16110,-171,-137,10
49,1167,727,16476,-361,-167,21
50,564,816,16366,-136,-139,60
51,327,1570,16119,-3,-102,62
52,918,1705,16189,-196,-139,19
53,1172,708,16426,-364,-182,29
54,440,822,16344,-114,-139,63
55,161,1701,16057,-5,-111,45
56,1003,1596,16219,-204,-153,23
57,1210,708,16466,-339,-161,14
58,483,888,16346,-112,-138,54
59,167,1799,16091,-2,-127,46
60,1001,1425,16254,-254,-151,8
61,1203,623,16456,-343,-168,19
62,409,954,16295,-72,-120,68
63,282,1869,16065,-1,-103,59
64,944,1387,16230,-276,-148,-3
65,1056,504,16504,-333,-171,5
66,372,1067,16330,-67,-123,53
67,396,1818,16034,-6,-135,68
68,1110,1348,16283,-276,-178,13
69,979,504,16473,-315,-153,41
70,325,1116,16263,-24,-125,75
71,523,1860,16178,-49,-128,50
72,1180,1247,16268,-299,-190,12
73,907,626,16429,-247,-177,35
74,222,1213,16188,-18,-133,57
75,622,1821,16053,-63,-137,34
76,1235,1082,16385,-302,-173,-3
77,888,609,16433,-232,-172,22
78,163,1342,16180,-28,-132,64
79,535,1775,16146,-96,-129,19
80,1291,1001,16436,-313,-176,26
81,764,648,16493,-211,-157,59
82,174,1521,16153,16,-125,66
83,618,1723,16092,-136,-154,12
84,1225,884,16404,-360,-139,-10
85,746,712,16409,-183,-104,29
86,209,1620,16144,6,-133,54
87,773,1746,16161,-186,-158,28
88,1100,735,16411,-349,-160,5
89,609,721,16339,-150,-127,63
90,261,1551,16212,1,-104,56
91,858,1713,16155,-187,-145,6
92,1174,757,16475,-331,-175,21
93,492,818,16329,-122,-147,44
94,262,1624,16126,6,-97,48
95,1016,1592,16254,-194,-139,12
96,1192,715,16433,-336,-166,23
97,480,844,16415,-102,-141,73
98,236,1802,16051,-1,-92,45
99,1056,1459,16200,-232,-158,-9
100,1188,690,16519,-309,-178,23
101,416,955,16298,-81,-123,84
102,270,1806,16057,-28,-124,30
103,979,1377,16272,-272,-154,-24
104,1139,613,16479,-298,-148,20
105,340,1133,16274,-61,-88,57
106,362,1810,16051,-50,-111,36
107,1028,1319,16298,-278,-146,-15
108,982,547,16451,-299,-162,18
109,413,1161,16262,-26,-127,64
110,490,1853,16119,-50,-119,33
111,1147,1209,16304,-291,-192,18
112,879,532,16461,-283,-170,53
113,218,1249,16210,-19,-127,55
114,557,1872,16146,-83,-116,21
115,1177,1080,16264,-309,-165,1
116,866,613,16441,-236,-149,31
117,179,1322,16166,0,-114,57
118,635,1833,16051,-114,-117,27
119,1287,1060,16362,-352,-160,-5
120,823,598,16391,-233,-156,48
121,167,1475,16164,18,-117,53
122,583,1753,16084,-136,-141,18
123,1222,963,16424,-332,-142,19
124,709,627,16529,-198,-158,9
125,160,1568,16093,19,-124,34
126,713,1755,16125,-151,-134,31
127,1200,809,16441,-358,-151,15
128,727,711,16344,-174,-132,59
129,229,1561,16214,7,-150,60
130,816,1721,16103,-155,-165,-5
131,1156,774,16393,-325,-154,40
132,525,753,16317,-136,-146,56
133,290,1586,16180,24,-115,38
134,912,1628,16157,-191,-156,7
135,1198,723,16449,-353,-181,1
136,441,838,16339,-108,-135,43
137,233,1770,16087,-4,-95,54
138,1066,1490,16247,-244,-150,8
139,1153,681,16440,-324,-185,31
140,416,912,16317,-85,-126,64
141,205,1813,16040,-2,-98,30
142,1061,1439,16244,-260,-160,-13
143,1187,631,16444,-297,-171,16
144,375,1003,16262,-70,-140,71
145,360,1823,16099,-52,-118,64
146,1020,1334,16284,-255,-176,-3
147,1071,615,16439,-288,-161,34
148,334,1145,16273,-54,-137,60
149,379,1769,16020,-58,-134,39
150,1047,1242,16349,-259,-172,-3
151,910,544,16475,-276,-169,39
152,335,1179,16176,-30,-139,54
153,541,1852,16186,-69,-130,26
154,1188,1173,16303,-304,-186,11
155,895,635,16409,-244,-166,43
156,213,1283,16194,-6,-118,60
157,624,1832,16115,-83,-140,1
158,1160,1090,16339,-334,-143,8
159,877,619,16419,-219,-146,43
160,203,1342,16171,13,-104,79
161,551,1871,16032,-86,-131,40
162,1327,1058,16340,-331,-162,20
163,824,569,16425,-212,-151,14
164,226,1488,16183,20,-118,25
165,564,1782,16098,-136,-147,1
166,1212,923,16401,-343,-165,6
167,811,584,16480,-185,-149,52
168,175,1556,16107,31,-119,71
169,675,1704,16109,-153,-129,6
170,1147,847,16430,-344,-160,21
171,704,640,16429,-189,-135,68
172,244,1546,16231,12,-109,47
173,778,1790,16118,-153,-140,1
174,1230,811,16451,-335,-159,2
175,604,671,16403,-171,-149,43
176,245,1583,16133,-1,-109,48
177,832,1758,16191,-171,-153,19
178,1193,785,16401,-358,-161,24
179,568,748,16358,-141,-135,81
180,163,1642,16107,23,-107,48
181,915,1627,16167,-184,-117,-18
182,1222,801,16487,-319,-168,44
183,581,841,16326,-140,-142,82
184,171,1666,16081,-18,-122,30
185,856,1485,16220,-211,-156,12
186,1296,826,16375,-319,-167,30
187,517,933,16297,-108,-123,61
188,252,1702,16108,-5,-117,56
189,893,1485,16221,-246,-138,15
190,1183,596,16524,-346,-154,38
191,490,952,16364,-74,-122,81
192,287,1780,16058,11,-125,40
193,964,1476,16199,-246,-176,15
194,995,551,16468,-325,-177,46
195,399,1005,16278,-59,-102,41
196,377,1852,16108,-32,-106,33
197,1037,1395,16222,-262,-171,-6
198,1054,586,16424,-309,-170,36
199,337,1046,16250,-59,-117,70
200,425,1857,16034,-34,-108,51
201,1179,1351,16362,-281,-179,2
202,1069,603,16427,-302,-188,9
203,266,1057,16273,-66,-132,56
204,279,1854,16042,-17,-121,46
205,1170,1286,16321,-281,-170,-16
206,1016,560,16500,-302,-163,29
207,263,1194,16173,-24,-126,75
208,375,1813,16040,-44,-140,36
209,1082,1289,16335,-295,-170,12
210,1055,570,16501,-274,-175,39
211,298,1214,16213,-5,-127,46
212,508,1806,16084,-65,-117,26
213,1070,1158,16329,-319,-179,3
214,884,637,16425,-234,-161,26
215,327,1279,16263,13,-110,51
216,569,1866,16091,-77,-130,34
217,1194,1070,16352,-306,-157,1
218,778,616,16429,-215,-160,41
219,227,1366,16144,-18,-102,95
220,658,1808,16159,-125,-148,35
221,1217,1008,16322,-344,-164,29
222,838,581,16473,-198,-149,61
223,158,1479,16133,15,-113,44
224,679,1803,16080,-123,-146,20
225,1279,962,16472,-321,-166,1
226,782,657,16433,-208,-145,17
227,140,1519,16184,1,-110,64
228,651,1719,16062,-108,-137,28
229,1267,939,16348,-323,-196,17
230,690,685,16461,-183,-150,43
231,175,1612,16035,25,-122,52
232,686,1664,16153,-164,-141,-6
233,1145,794,16397,-327,-181,-8
234,711,739,16326,-158,-131,52
235,246,1600,16126,14,-89,45
236,822,1727,16098,-175,-173,7
237,1156,745,16501,-344,-165,24
238,552,795,16347,-135,-134,56
239,299,1576,16163,-11,-102,43
240,878,1692,16181,-198,-157,7
241,1197,704,16478,-347,-181,17
242,492,823,16359,-113,-145,59
243,180,1697,16077,4,-131,49
244,1026,1594,16221,-215,-171,3
245,1189,719,16444,-326,-169,15
246,511,848,16373,-116,-148,65
247,207,1824,16054,-8,-130,60
248,983,1525,16209,-253,-157,-7
249,1252,674,16512,-330,-163,8
250,455,887,16310,-135,-117,79
251,248,1797,16114,-12,-87,53
252,875,1491,16231,-253,-173,-11
253,1163,646,16430,-321,-186,17
254,414,947,16337,-84,-125,65
255,337,1760,16076,-30,-110,36
256,994,1440,16222,-229,-169,7
257,1034,580,16458,-313,-177,30
258,439,1051,16291,-77,-121,50
259,418,1817,16147,-14,-93,37
260,1091,1388,16235,-296,-153,25
261,997,556,16513,-310,-191,26
262,280,1079,16262,-41,-125,53
263,485,1803,16074,-41,-116,27
264,1120,1296,16335,-275,-165,8
265,989,578,16434,-257,-148,12
266,212,1208,16195,-49,-125,54
267,432,1821,16062,-74,-121,23
268,1227,1222,16313,-318,-171,10
269,968,601,16419,-271,-161,27
270,281,1293,16289,-20,-94,43
271,436,1789,16052,-82,-133,35
272,1182,1144,16331,-337,-187,5
273,934,596,16533,-258,-152,41
274,198,1294,16169,-11,-122,76
275,517,1857,16086,-90,-133,27
276,1123,1094,16314,-332,-182,-5
277,888,522,16463,-250,-146,45
278,271,1336,16302,-18,-113,52
279,596,1914,16011,-94,-134,24
280,1208,991,16334,-331,-188,12
281,763,569,16434,-246,-143,56
282,257,1347,16176,-20,-93,63
283,714,1845,16138,-118,-156,27
284,1204,894,16385,-331,-187,-2
285,708,704,16405,-172,-131,50
286,163,1458,16168,8,-116,59
287,802,1734,16148,-122,-125,11
288,1238,912,16469,-322,-147,10
289,718,701,16419,-161,-155,47
290,118,1674,16085,24,-133,63
291,715,1622,16167,-183,-125,16
292,1284,795,16461,-337,-175,-1
293,652,716,16400,-155,-136,46
294,220,1684,16091,40,-111,53
295,759,1732,16155,-188,-159,-7
296,1204,765,16455,-372,-164,12
297,656,738,16402,-166,-148,70
298,244,1694,16088,16,-123,69
299,884,1726,16096,-212,-139,0
300,1136,720,16385,-362,-143,13
301,559,781,16370,-141,-118,63
302,300,1610,16229,-7,-127,44
303,886,1706,16125,-185,-141,-8
304,1133,659,16476,-349,-166,12
305,452,884,16320,-123,-136,61
306,302,1700,16126,1,-102,60
307,1042,1570,16208,-224,-162,5
308,1196,698,16409,-360,-178,25
309,428,900,16376,-123,-147,51
310,233,1813,16080,11,-133,63
311,1061,1440,16226,-262,-176,10
312,1122,650,16475,-325,-191,24
313,378,960,16308,-73,-136,86
314,227,1784,16105,2,-119,37
315,979,1384,16274,-269,-156,-2
316,1139,636,16444,-316,-166,28
317,408,1022,16249,-85,-121,51
318,375,1794,16080,-36,-139,41
319,994,1333,16254,-247,-196,-6
320,1036,559,16481,-298,-151,44
321,384,1114,16308,-50,-108,77
322,452,1809,16080,-25,-130,55
323,1092,1286,16311,-297,-161,-3
324,925,605,16425,-276,-153,7
325,310,1202,16198,-26,-104,46
326,536,1869,16124,-60,-113,10
327,1154,1235,16310,-305,-181,-8
328,908,583,16448,-258,-162,32
329,204,1226,16217,-23,-98,59
330,537,1846,16080,-56,-111,36
331,1258,1201,16332,-334,-153,-7
332,960,587,16390,-261,-173,23
333,232,1317,16217,-24,-125,50
334,472,1823,16080,-90,-126,35
335,1215,1141,16376,-324,-151,1
336,911,579,16505,-250,-148,11
337,203,1429,16144,13,-110,48
338,467,1844,16074,-74,-132,45
339,1143,1000,16354,-337,-172,3
340,902,541,16470,-228,-129,38
341,215,1442,16204,0,-104,64
342,634,1847,16071,-130,-139,21
343,1167,927,16351,-322,-168,26
344,759,632,16443,-217,-143,56
345,277,1439,16189,-5,-113,57
346,770,1879,16114,-111,-155,14
347,1213,902,16400,-333,-184,6
348,604,696,16366,-200,-128,44
349,170,1453,16164,-7,-105,60
350,873,1754,16187,-141,-162,11
351,1223,885,16350,-323,-136,26
352,620,691,16400,-145,-131,48
353,157,1589,16134,24,-123,60
354,852,1674,16148,-166,-145,8
355,1268,845,16457,-340,-181,13
356,581,810,16302,-153,-139,65
357,188,1641,16164,10,-117,48
358,792,1544,16220,-201,-147,-6
359,1243,769,16408,-331,-172,12
360,559,846,16398,-131,-156,66
361,239,1723,16109,-8,-113,47
362,827,1513,16168,-193,-173,3
363,1168,726,16403,-337,-173,28
364,610,865,16365,-109,-112,65
365,269,1713,16170,18,-125,40
366,927,1598,16089,-190,-161,2
367,1123,635,16434,-346,-171,25
368,435,942,16301,-91,-132,68
369,364,1721,16142,-14,-109,39
370,993,1510,16230,-232,-162,-13
371,1112,604,16485,-305,-164,11
372,349,929,16322,-83,-132,63
373,344,1832,16078,5,-109,38
374,1130,1498,16233,-226,-160,7
375,1119,626,16450,-313,-159,29
376,363,971,16349,-78,-105,62
377,263,1820,16073,-2,-101,46
378,1089,1352,16279,-246,-172,-1
379,1097,628,16507,-319,-169,41
380,337,1065,16262,-54,-109,62
381,349,1761,16117,-36,-123,55
382,991,1356,16296,-239,-171,3
383,1073,629,16486,-261,-174,29
384,346,1144,16324,-58,-90,56
385,425,1856,16034,-58,-124,30
386,1085,1271,16300,-287,-182,-7
387,917,551,16457,-281,-151,29
388,380,1209,16201,-6,-124,82
389,524,1811,16131,-53,-131,44
390,1161,1190,16294,-288,-174,11
391,871,642,16440,-269,-153,48
392,210,1229,16201,-41,-94,73
393,597,1862,16108,-84,-114,31
394,1258,1143,16354,-322,-188,3
395,912,614,16354,-253,-162,46
396,174,1307,16180,0,-111,71
397,519,1803,16078,-70,-113,29
398,1264,1105,16341,-327,-159,1
399,857,555,16453,-233,-151,47
400,207,1399,16196,6,-98,53
401,504,1748,16055,-112,-125,14
402,1211,996,16365,-347,-180,-1
403,901,559,16496,-219,-130,56
404,239,1492,16137,3,-116,87
405,622,1809,16091,-103,-157,3
406,1145,893,16407,-321,-155,7
407,775,633,16449,-218,-148,60
408,208,1417,16229,7,-116,62
409,679,1855,16072,-127,-150,23
410,1186,860,16396,-337,-176,28
411,635,674,16424,-166,-131,56
412,254,1510,16117,22,-103,56
413,793,1753,16204,-156,-136,15
414,1206,884,16408,-352,-171,7
415,649,730,16383,-156,-152,52
416,195,1564,16133,8,-94,55
417,866,1680,16161,-157,-132,6
418,1270,858,16430,-327,-161,5
419,643,737,16409,-152,-123,55
420,158,1660,16115,7,-133,60
421,804,1641,16205,-177,-148,6
422,1303,741,16510,-309,-192,12
423,552,760,16360,-117,-135,67
424,184,1701,16082,20,-126,42
425,773,1609,16198,-218,-172,-2
426,1184,731,16440,-370,-163,16
427,583,787,16395,-112,-112,72
428,260,1753,16097,3,-106,52
429,944,1585,16196,-225,-164,3
430,1092,689,16406,-330,-167,34
431,503,909,16315,-109,-112,75
432,326,1753,16160,-26,-108,45
433,946,1549,16174,-237,-174,-14
434,1097,625,16466,-312,-168,10
435,359,915,16297,-72,-122,67
436,368,1818,16042,-19,-120,57
437,1091,1479,16288,-253,-180,2
438,1139,598,16443,-333,-176,6
439,345,966,16316,-68,-119,59
440,257,1890,16022,6,-107,52
441,1129,1444,16246,-281,-161,0
442,1114,621,16501,-339,-182,22
443,346,1022,16292,-62,-122,56
444,299,1840,16068,-2,-116,33
445,1015,1334,16314,-268,-156,-16
446,1094,549,16478,-301,-175,24
447,343,1164,16268,-54,-98,69
448,429,1850,16053,-45,-134,34
449,1058,1266,16301,-289,-178,-8
450,990,524,16485,-303,-148,40
451,354,1239,16248,-32,-116,69
452,490,1853,16087,-85,-122,38
453,1138,1172,16310,-294,-185,-2
454,875,545,16452,-254,-164,5
455,253,1268,16222,-14,-111,43
456,541,1890,16174,-56,-127,33
457,1189,1167,16303,-310,-167,-5
458,923,589,16496,-271,-158,29
459,165,1280,16204,3,-96,73
460,604,1861,16052,-66,-102,28
461,1250,1191,16323,-332,-146,-5
462,902,566,16431,-259,-151,8
463,182,1346,16215,-15,-107,45
464,461,1769,16064,-92,-131,31
465,1284,1006,16365,-331,-169,6
466,836,633,16502,-219,-145,41
467,181,1425,16129,-3,-98,58
468,555,1788,16061,-109,-139,35
469,1189,971,16406,-322,-175,21
470,846,639,16448,-194,-147,54
471,214,1445,16207,6,-121,68
472,698,1827,16044,-117,-143,20
473,1160,897,16429,-337,-174,26
474,681,660,16418,-195,-143,60
475,280,1446,16190,-7,-100,59
476,759,1811,16140,-135,-143,6
477,1205,911,16396,-327,-168,11
478,608,772,16365,-182,-143,24
479,173,1516,16127,-15,-121,40
480,895,1652,16233,-151,-141,16
481,1219,873,16376,-331,-147,29
482,630,794,16336,-156,-136,54
483,125,1635,16069,-14,-121,42
484,844,1624,16181,-188,-145,0
485,1262,760,16469,-337,-164,6
486,626,816,16308,-132,-146,40
487,209,1731,16117,-1,-113,50
488,774,1556,16166,-224,-146,29
489,1237,701,16398,-342,-179,16
490,557,826,16419,-147,-138,68
491,205,1784,16016,17,-119,59
492,840,1553,16197,-217,-147,6
493,1114,628,16436,-335,-161,15
494,537,845,16341,-95,-142,73
495,304,1796,16123,7,-140,52
496,974,1598,16106,-232,-159,4
497,1117,572,16452,-337,-178,31
498,414,896,16300,-80,-121,67
499,382,1794,16112,-28,-120,36
500,1049,1507,16275,-262,-178,-5
501,1088,642,16446,-324,-172,19
502,292,942,16294,-55,-137,71
503,346,1844,16075,-6,-94,53
504,1135,1373,16273,-272,-183,14
505,1074,615,16408,-291,-180,11
506,372,1056,16291,-65,-118,62
507,312,1830,16017,-28,-119,51
508,1101,1342,16275,-294,-164,20
509,1089,537,16525,-294,-180,22
510,316,1141,16210,-39,-117,59
511,387,1827,16080,-34,-104,41
512,989,1288,16321,-295,-179,-9
513,1027,558,16488,-293,-167,19
514,338,1160,16258,-25,-98,76
515,434,1863,16067,-59,-119,33
516,1111,1177,16300,-310,-186,-16
517,887,619,16429,-284,-167,23
518,348,1143,16224,-29,-111,59
519,558,1887,16158,-72,-122,42
520,1177,1181,16286,-333,-178,-7
521,897,535,16410,-263,-162,37
522,219,1248,16214,-28,-106,66
523,616,1823,16107,-72,-117,35
524,1203,1103,16372,-312,-169,-12
525,876,605,16431,-250,-176,32
526,167,1361,16192,-29,-116,46
527,536,1809,16113,-89,-129,14
528,1269,1086,16324,-323,-160,-3
529,843,620,16422,-240,-166,63
530,216,1458,16174,1,-116,52
531,565,1703,16097,-135,-108,19
532,1226,989,16347,-325,-169,8
533,858,719,16452,-198,-144,40
534,177,1501,16113,17,-106,41
535,641,1773,16172,-138,-143,-3
536,1172,859,16475,-339,-187,-10
537,718,697,16415,-177,-168,63
538,250,1542,16211,26,-134,54
539,755,1782,16077,-133,-129,28
540,1127,813,16462,-359,-162,22
541,557,691,16366,-174,-137,48
542,212,1563,16082,21,-99,48
543,829,1721,16200,-187,-168,7
544,1231,797,16401,-350,-179,-16
545,564,711,16379,-137,-130,41
546,180,1658,16087,17,-104,51
547,964,1672,16160,-192,-143,10
548,1222,821,16453,-328,-138,21
549,585,731,16369,-137,-124,73
550,160,1698,16084,5,-123,59
551,791,1573,16231,-210,-180,13
552,1247,734,16422,-336,-169,41
553,511,810,16324,-121,-120,77
554,231,1707,16113,17,-115,45
555,821,1540,16171,-221,-173,-7
556,1211,655,16405,-339,-166,37
557,542,910,16323,-95,-113,81
558,272,1773,16039,-7,-119,40
559,947,1484,16181,-238,-187,-2
560,1055,572,16438,-327,-179,33
561,440,958,16300,-71,-118,90
562,362,1824,16132,-17,-104,44
563,976,1450,16170,-274,-162,-7
564,1087,593,16461,-316,-159,6
565,353,984,16281,-69,-118,78
566,367,1840,16066,-22,-106,37
567,1104,1438,16301,-255,-165,-18
568,1074,603,16421,-309,-162,28
569,324,1012,16294,-45,-126,72
570,334,1841,16075,-28,-116,41
571,1173,1338,16283,-281,-189,4
572,1033,567,16491,-288,-180,30
573,289,1125,16193,-29,-106,60
574,365,1860,16052,-37,-133,32
575,1055,1203,16359,-302,-159,2
576,1060,543,16469,-274,-143,34
577,289,1291,16166,-35,-99,58
578,468,1844,16037,-92,-108,29
579,1055,1144,16323,-296,-157,2
580,899,512,16485,-243,-140,43
581,338,1277,16272,-4,-86,64
582,526,1914,16090,-78,-140,9
583,1155,1055,16341,-321,-187,-9
584,826,588,16429,-237,-149,21
585,276,1294,16170,-33,-114,72
586,641,1869,16159,-85,-133,33
587,1220,1083,16307,-308,-161,2
588,809,625,16433,-215,-159,23
589,146,1422,16142,-20,-124,67
590,679,1792,16071,-133,-131,46
591,1292,962,16441,-349,-172,11
592,797,637,16406,-206,-138,34
593,165,1533,16159,19,-104,68
594,635,1758,16093,-149,-130,38
595,1305,877,16447,-358,-171,9
596,737,648,16488,-202,-128,55
597,187,1596,16083,19,-95,66
598,641,1706,16109,-166,-160,25
599,1143,802,16453,-370,-195,18
600,737,666,16433,-188,-131,52
601,191,1596,16158,20,-117,44
602,778,1802,16057,-156,-164,-4
603,1167,727,16442,-369,-185,6
604,583,708,16401,-152,-126,51
605,289,1600,16198,9,-104,54
606,877,1756,16147,-178,-161,1
607,1198,753,16418,-375,-181,-3
608,472,742,16365,-163,-120,54
609,186,1657,16103,1,-104,48
610,972,1657,16223,-212,-150,22
611,1171,792,16423,-321,-151,24
612,546,791,16380,-134,-135,73
613,175,1748,16064,-7,-119,46
614,945,1548,16219,-216,-150,8
615,1251,700,16504,-338,-169,21
616,466,845,16296,-107,-171,54
617,232,1775,16114,7,-139,30
618,903,1474,16203,-245,-182,7
619,1247,562,16462,-349,-180,20
620,462,958,16350,-77,-114,70
621,289,1804,16071,-13,-109,23
622,961,1477,16243,-250,-145,-3
623,1053,520,16502,-313,-156,21
624,482,997,16309,-55,-129,64
625,385,1830,16118,-31,-135,53
626,1049,1421,16184,-257,-164,9
627,1005,573,16492,-333,-142,43
628,293,1031,16291,-71,-125,68
629,442,1829,16075,-33,-120,36
630,1126,1340,16294,-269,-180,-14
631,1033,646,16447,-268,-164,30
632,289,1113,16227,-49,-116,63
633,385,1807,16073,-37,-120,48
634,1189,1279,16324,-303,-178,-1
635,979,627,16478,-265,-147,19
636,274,1185,16241,-42,-126,64
637,391,1827,16062,-47,-111,49
638,1155,1221,16350,-299,-165,1
639,990,571,16511,-279,-155,35
640,260,1307,16166,-10,-90,64
641,500,1815,16097,-99,-114,28
642,1083,1158,16301,-321,-163,1
643,918,563,16441,-282,-163,35
644,295,1328,16286,-10,-114,63
645,567,1834,16036,-87,-135,15
646,1125,1032,16368,-318,-170,0
647,795,611,16462,-259,-157,20
648,291,1273,16202,-19,-137,41
649,632,1852,16171,-98,-123,38
650,1180,994,16354,-345,-152,23
651,748,643,16450,-218,-154,39
652,177,1388,16160,-5,-106,47
653,723,1772,16096,-123,-101,18
654,1263,989,16409,-332,-152,9
655,799,647,16412,-189,-152,44
656,107,1483,16162,0,-87,64
657,679,1736,16120,-153,-119,31
658,1292,901,16432,-331,-165,14
659,744,620,16426,-175,-147,30
660,200,1596,16102,46,-125,49
661,666,1740,16102,-163,-135,12
662,1203,872,16412,-347,-149,14
663,727,635,16461,-191,-126,62
664,214,1566,16063,26,-111,49
665,762,1772,16132,-169,-165,6
666,1123,783,16446,-346,-178,3
667,644,709,16390,-163,-142,77
668,285,1525,16227,-25,-140,46
669,812,1741,16114,-196,-167,7
670,1162,720,16474,-355,-177,5
671,510,824,16346,-133,-110,53
672,290,1625,16115,-10,-101,44
673,938,1614,16233,-211,-150,12
674,1186,690,16384,-319,-175,20
675,478,830,16382,-101,-134,67
676,171,1788,16100,21,-116,57
677,997,1508,16211,-229,-156,8
678,1208,710,16485,-329,-178,18
679,489,857,16340,-86,-122,56
680,193,1795,16085,5,-110,57
681,942,1502,16238,-215,-140,1
682,1233,633,16484,-333,-170,26
683,433,893,16337,-87,-99,69
684,288,1796,16084,26,-107,36
685,917,1460,16224,-242,-181,1
686,1102,568,16490,-305,-157,-4
687,459,978,16370,-85,-126,69
688,327,1849,16060,-25,-108,46
689,1038,1418,16208,-260,-147,0
690,1027,597,16424,-321,-186,21
691,326,1022,16268,-37,-134,57
692,444,1840,16131,-14,-121,41
693,1058,1341,16246,-293,-159,19
694,1024,549,16472,-314,-165,22
695,259,1086,16205,-39,-84,52
696,449,1815,16003,-22,-76,49
697,1178,1285,16354,-305,-156,-4
698,1037,555,16450,-277,-181,24
699,292,1179,16270,-15,-114,63
700,424,1861,16061,-49,-114,51
701,1190,1249,16294,-295,-178,12
702,973,577,16476,-280,-172,30
703,262,1228,16203,-19,-119,63
704,412,1808,16117,-56,-125,35
705,1056,1213,16297,-304,-176,0
706,982,543,16454,-292,-160,30
707,264,1288,16220,-48,-117,72
708,560,1811,16110,-95,-133,39
709,1152,1090,16327,-278,-151,7
710,880,574,16477,-235,-123,45
711,297,1329,16241,-20,-89,65
712,564,1875,16081,-116,-114,39
713,1175,1019,16386,-316,-163,17
714,751,646,16421,-213,-150,39
715,221,1303,16213,-1,-133,50
716,653,1789,16130,-127,-142,19
717,1217,965,16346,-333,-170,8
718,801,608,16476,-213,-126,52
719,183,1487,16134,7,-109,81
720,696,1788,16086,-118,-139,28
721,1257,941,16482,-352,-183,10
722,761,601,16353,-204,-152,48
723,168,1586,16141,11,-103,57
724,632,1725,16108,-163,-130,14
725,1241,880,16406,-347,-160,3
726,707,642,16474,-180,-138,66
727,192,1556,16094,25,-139,60
728,712,1700,16168,-154,-142,-1
729,1147,843,16428,-344,-150,-20
730,706,726,16379,-179,-133,64
731,253,1546,16170,-11,-115,48
732,827,1735,16087,-173,-128,-6
733,1161,806,16399,-336,-164,12
734,566,811,16389,-155,-144,48
735,302,1550,16150,-27,-123,30
736,910,1600,16166,-179,-159,2
737,1188,744,16419,-312,-165,36
738,464,842,16308,-135,-129,75
739,219,1713,16097,-10,-106,44
740,1040,1556,16255,-214,-169,-8
741,1190,734,16408,-322,-178,15
742,479,913,16305,-88,-117,62
743,227,1834,16043,-2,-101,36
744,1007,1478,16232,-261,-171,-5
745,1201,621,16534,-319,-155,3
746,468,957,16251,-70,-133,53
747,220,1922,16051,-4,-129,35
748,904,1418,16261,-249,-153,-3
749,1195,548,16439,-320,-164,23
750,429,952,16351,-74,-120,55
751,291,1872,15998,18,-142,32
752,975,1472,16215,-263,-179,-5
753,1036,504,16522,-340,-169,18
754,421,1007,16290,-60,-96,64
755,415,1839,16116,-8,-118,42
756,1071,1358,16216,-260,-148,3
757,981,608,16490,-288,-167,8
758,291,1053,16276,-68,-107,66
759,508,1848,16073,-44,-118,44
760,1119,1315,16303,-301,-174,-4
761,986,599,16495,-291,-171,13
762,214,1173,16200,-30,-106,61
763,430,1886,16063,-44,-116,44
764,1223,1271,16357,-300,-188,17
765,995,591,16436,-291,-162,36
766,298,1217,16258,-11,-126,58
767,408,1806,16066,-55,-116,20
768,1210,1201,16275,-315,-149,2
769,996,545,16481,-263,-148,17
770,215,1306,16171,-10,-95,53
771,446,1852,16093,-86,-123,33
772,1075,1186,16309,-317,-150,-9
773,913,565,16475,-245,-135,31
774,267,1312,16298,7,-93,70
775,559,1881,16005,-88,-106,27
776,1166,1047,16337,-311,-158,-18
777,785,624,16489,-242,-156,39
778,265,1304,16213,-4,-109,75
