sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
1444,562,1155,16280,-164,-130,23
1445,566,1199,16268,-163,-133,42
1446,596,1187,16266,-179,-129,30
1447,676,1143,16292,-175,-122,25
1448,705,1137,16288,-177,-120,43
1449,683,1140,16286,-164,-116,27
1450,607,1195,16275,-161,-120,19
1451,532,1199,16298,-149,-116,44
1452,532,1152,16297,-153,-130,45
1453,549,1207,16320,-171,-140,15
1454,545,1240,16338,-173,-118,18
1455,552,1231,16279,-172,-137,23
1456,579,1179,16292,-178,-126,30
1457,650,1178,16296,-164,-112,24
1458,682,1173,16293,-156,-111,24
1459,673,1149,16302,-173,-116,51
1460,699,1165,16292,-124,-122,46
1461,655,1180,16298,-142,-119,38
1462,580,1176,16288,-164,-114,33
1463,537,1192,16256,-156,-108,15
1464,462,1190,16280,-151,-131,30
1465,478,1212,16282,-158,-119,54
1466,550,1180,16289,-154,-105,29
1467,576,1159,16340,-153,-87,6
1468,655,1176,16306,-189,-108,27
1469,700,1156,16276,-191,-138,43
1470,691,1101,16305,-170,-116,39
1471,676,1118,16302,-165,-107,33
1472,611,1160,16317,-136,-124,33
1473,585,1183,16299,-155,-131,43
1474,562,1128,16257,-146,-114,39
1475,533,1215,16263,-151,-99,15
1476,568,1239,16268,-140,-122,27
1477,553,1191,16255,-167,-122,18
1478,598,1214,16291,-189,-120,12
1479,606,1190,16307,-175,-145,32
1480,643,1160,16317,-170,-121,48
1481,608,1156,16304,-147,-102,50
1482,615,1153,16284,-147,-136,52
1483,577,1125,16336,-139,-111,30
1484,560,1177,16301,-160,-146,50
1485,580,1211,16289,-141,-138,36
1486,596,1197,16309,-169,-126,38
1487,628,1132,16291,-181,-113,24
1488,599,1186,16325,-148,-118,31
1489,664,1166,16325,-144,-122,43
1490,648,1148,16298,-169,-117,36
1491,548,1132,16305,-150,-131,25
1492,527,1138,16335,-143,-119,17
1493,542,1148,16309,-150,-111,40
1494,532,1184,16274,-144,-116,31
1495,548,1242,16280,-149,-108,23
1496,597,1204,16299,-180,-123,20
1497,624,1156,16283,-161,-127,21
1498,646,1202,16279,-167,-108,38
1499,692,1175,16296,-184,-109,52
1500,705,1201,16326,-159,-134,32
1501,699,1174,16296,-153,-135,28
1502,621,1218,16279,-174,-148,42
1503,563,1214,16273,-184,-141,38
1504,549,1255,16323,-164,-108,48
1505,533,1251,16300,-167,-133,55
1506,522,1197,16293,-189,-121,53
1507,507,1154,16290,-181,-107,41
1508,520,1197,16272,-161,-120,25
1509,568,1132,16270,-160,-118,52
1510,616,1129,16274,-167,-138,52
1511,657,1123,16313,-192,-131,34
1512,726,1125,16294,-176,-123,24
1513,729,1167,16299,-166,-104,43
1514,663,1178,16311,-171,-127,17
1515,591,1165,16271,-156,-116,45
1516,502,1162,16287,-131,-105,58
1517,448,1205,16266,-160,-100,36
1518,493,1251,16284,-179,-105,34
1519,484,1225,16311,-170,-128,19
1520,634,1230,16293,-167,-118,-7
1521,701,1213,16315,-183,-97,37
1522,744,1188,16338,-185,-99,19
1523,774,1182,16314,-166,-111,31
1524,735,1187,16319,-153,-123,47
1525,622,1179,16327,-155,-103,31
1526,562,1189,16286,-145,-125,44
1527,466,1184,16297,-160,-101,50
1528,452,1178,16256,-174,-113,52
1529,466,1177,16295,-179,-112,40
1530,540,1166,16326,-175,-117,-1
1531,613,1140,16308,-166,-116,-6
1532,682,1121,16317,-148,-109,28
1533,705,1154,16338,-171,-126,45
1534,700,1150,16328,-137,-132,42
1535,671,1149,16298,-150,-121,40
1536,617,1178,16317,-155,-117,52
1537,561,1242,16301,-135,-107,45
1538,525,1227,16272,-142,-115,49
1539,562,1227,16276,-156,-111,22
1540,557,1216,16280,-150,-115,29
1541,574,1204,16281,-149,-119,30
1542,569,1211,16310,-181,-132,29
1543,591,1214,16300,-184,-123,26
1544,629,1178,16288,-153,-119,35
1545,642,1151,16282,-171,-127,47
1546,665,1121,16296,-185,-119,37
1547,691,1137,16302,-157,-137,34
1548,671,1174,16303,-164,-126,49
1549,640,1170,16305,-163,-96,47
1550,605,1209,16297,-170,-108,32
1551,541,1178,16306,-159,-134,36
1552,517,1153,16313,-132,-139,32
1553,551,1181,16293,-150,-138,23
1554,590,1214,16318,-176,-132,27
1555,606,1196,16278,-192,-99,59
1556,651,1179,16282,-185,-104,40
1557,663,1187,16294,-164,-135,25
1558,694,1187,16253,-155,-106,22
1559,636,1200,16278,-180,-112,44
1560,623,1218,16299,-175,-125,36
1561,582,1217,16280,-149,-111,38
1562,565,1226,16279,-153,-126,36
1563,571,1183,16289,-171,-136,35
1564,594,1165,16291,-182,-131,47
1565,626,1178,16295,-159,-131,34
1566,611,1148,16343,-160,-121,35
1567,603,1152,16309,-146,-117,21
1568,619,1178,16311,-185,-116,34
1569,631,1163,16314,-171,-117,19
1570,598,1205,16302,-168,-111,26
1571,597,1213,16295,-182,-131,37
1572,566,1210,16284,-133,-122,47
1573,577,1193,16264,-136,-114,26
1574,622,1192,16275,-175,-113,24
1575,596,1188,16321,-154,-119,21
1576,609,1197,16263,-147,-124,35
1577,638,1196,16271,-173,-121,27
1578,611,1216,16320,-157,-115,36
1579,657,1189,16297,-148,-134,47
1580,641,1183,16319,-135,-121,29
1581,588,1199,16289,-156,-102,36
1582,593,1192,16258,-180,-118,51
1583,575,1194,16325,-161,-131,48
1584,553,1165,16296,-155,-141,30
1585,570,1162,16267,-169,-125,39
1586,539,1204,16275,-187,-106,42
1587,558,1190,16271,-168,-137,27
1588,631,1218,16323,-124,-125,25
1589,604,1199,16317,-171,-119,31
1590,621,1200,16287,-181,-126,36
1591,615,1219,16277,-171,-127,33
1592,627,1203,16312,-167,-144,34
1593,649,1194,16291,-163,-127,24
1594,636,1225,16305,-165,-137,32
1595,678,1194,16275,-165,-140,27
1596,611,1207,16295,-164,-132,23
1597,592,1221,16303,-164,-134,38
1598,589,1159,16294,-161,-132,28
1599,569,1179,16307,-172,-135,34
1600,586,1204,16286,-180,-121,46
1601,568,1162,16315,-169,-138,37
1602,582,1194,16322,-167,-126,27
1603,560,1181,16307,-161,-113,33
1604,562,1165,16301,-163,-106,53
1605,603,1183,16304,-149,-133,42
1606,604,1189,16309,-133,-118,36
1607,606,1190,16290,-158,-125,22
1608,642,1175,16318,-165,-113,27
1609,659,1211,16341,-145,-119,37
1610,628,1186,16341,-171,-144,25
1611,589,1202,16317,-162,-143,12
1612,616,1199,16223,-168,-130,29
1613,622,1200,16309,-173,-121,24
1614,595,1222,16320,-153,-129,59
1615,571,1214,16312,-138,-115,23
1616,582,1197,16303,-170,-128,37
1617,594,1193,16329,-165,-114,39
1618,655,1199,16288,-153,-118,10
1619,639,1155,16274,-159,-112,28
1620,602,1155,16289,-177,-101,44
1621,605,1183,16320,-149,-109,37
1622,636,1143,16280,-150,-99,26
1623,599,1141,16315,-152,-116,21
1624,617,1209,16351,-169,-118,35
1625,579,1195,16302,-158,-109,24
1626,600,1196,16304,-147,-130,25
1627,553,1209,16317,-175,-113,35
1628,582,1176,16290,-183,-122,39
1629,615,1173,16263,-173,-114,21
1630,595,1209,16282,-165,-115,27
1631,597,1181,16280,-168,-105,32
1632,625,1167,16320,-173,-109,40
1633,635,1199,16316,-153,-117,29
1634,612,1172,16329,-163,-110,21
1635,583,1146,16298,-160,-115,52
1636,595,1158,16266,-178,-96,34
1637,598,1173,16286,-199,-123,30
1638,599,1146,16322,-159,-124,17
1639,625,1164,16259,-179,-111,15
1640,597,1163,16291,-154,-102,45
1641,596,1184,16291,-151,-93,28
1642,632,1163,16293,-150,-111,9
1643,625,1171,16284,-145,-136,25
1644,612,1184,16292,-152,-126,25
1645,587,1226,16305,-154,-116,36
1646,605,1202,16280,-162,-97,38
1647,570,1206,16294,-156,-115,32
1648,571,1185,16319,-158,-131,25
1649,598,1208,16304,-153,-133,33
1650,560,1189,16318,-164,-126,47
1651,665,1191,16286,-167,-120,39
1652,637,1196,16298,-167,-117,25
1653,617,1206,16329,-174,-123,37
1654,599,1200,16271,-173,-113,29
1655,643,1183,16290,-186,-109,39
1656,644,1136,16347,-178,-121,50
1657,602,1165,16283,-149,-138,20
1658,539,1173,16288,-163,-114,20
1659,571,1179,16306,-176,-129,21
1660,576,1206,16323,-180,-148,24
1661,579,1210,16293,-165,-155,19
1662,584,1208,16255,-165,-121,35
1663,603,1167,16257,-174,-120,33
1664,634,1182,16300,-143,-118,26
1665,650,1211,16278,-148,-104,31
1666,652,1182,16295,-158,-130,45
1667,657,1164,16337,-181,-160,26
1668,638,1192,16298,-172,-142,47
1669,614,1184,16305,-141,-113,54
1670,598,1189,16281,-166,-123,43
1671,586,1219,16302,-145,-109,23
1672,601,1195,16303,-151,-125,34
1673,589,1165,16285,-159,-127,23
1674,592,1142,16313,-169,-112,33
1675,574,1172,16338,-143,-134,18
1676,612,1168,16281,-166,-131,25
1677,643,1153,16287,-163,-132,26
1678,610,1175,16326,-161,-117,41
1679,618,1160,16277,-167,-121,48
1680,630,1208,16304,-164,-120,42
1681,587,1201,16313,-163,-117,38
1682,585,1212,16293,-165,-96,36
1683,619,1212,16286,-159,-132,36
1684,598,1168,16294,-160,-141,26
1685,592,1215,16300,-155,-126,21
1686,604,1213,16297,-148,-133,40
1687,635,1200,16265,-161,-100,27
1688,636,1196,16300,-160,-116,29
1689,589,1183,16319,-154,-117,38
1690,619,1206,16290,-151,-114,38
1691,610,1216,16265,-156,-117,41
1692,611,1169,16291,-166,-119,42
1693,563,1156,16316,-174,-118,36
1694,600,1160,16317,-154,-120,45
1695,590,1154,16338,-154,-118,31
1696,594,1176,16336,-151,-106,14
1697,602,1164,16281,-174,-109,23
1698,632,1173,16255,-172,-120,25
1699,638,1203,16293,-144,-105,21
1700,645,1207,16285,-159,-100,34
1701,642,1167,16308,-147,-113,29
1702,593,1169,16282,-169,-132,19
1703,593,1183,16262,-156,-124,42
1704,606,1188,16274,-144,-114,11
1705,610,1220,16283,-170,-118,18
1706,586,1207,16300,-159,-113,17
1707,574,1185,16318,-172,-110,23
1708,584,1189,16325,-181,-136,15
1709,571,1192,16324,-182,-119,38
1710,600,1203,16255,-184,-115,42
1711,651,1180,16278,-156,-131,16
1712,614,1176,16294,-159,-127,28
1713,611,1166,16310,-157,-103,34
1714,629,1170,16334,-155,-129,26
1715,588,1166,16288,-163,-117,22
1716,599,1184,16310,-169,-116,17
1717,607,1173,16302,-152,-130,19
1718,574,1164,16298,-168,-145,22
1719,589,1189,16288,-170,-117,42
1720,595,1200,16301,-168,-121,46
1721,586,1207,16287,-173,-117,2
1722,628,1192,16284,-179,-134,10
1723,648,1170,16271,-156,-126,33
1724,608,1174,16332,-155,-123,38
1725,610,1183,16287,-153,-118,32
1726,620,1202,16306,-181,-106,26
1727,608,1179,16307,-166,-116,15
1728,567,1165,16321,-158,-135,20
1729,591,1163,16292,-155,-127,25
1730,587,1155,16296,-156,-120,25
1731,566,1176,16311,-188,-118,29
1732,615,1158,16346,-153,-109,30
1733,613,1162,16293,-159,-112,48
1734,575,1210,16281,-167,-113,32
1735,611,1191,16282,-177,-128,25
1736,597,1166,16337,-182,-131,26
1737,646,1181,16316,-169,-127,51
1738,610,1178,16268,-170,-147,40
1739,614,1209,16290,-161,-129,49
1740,622,1194,16313,-150,-101,35
1741,589,1200,16289,-145,-111,18
1742,627,1186,16265,-159,-125,20
1743,631,1197,16299,-159,-116,29
1744,596,1178,16319,-147,-121,36
1745,594,1199,16322,-157,-142,23
1746,605,1205,16336,-174,-128,37
1747,614,1201,16321,-160,-123,32
1748,587,1198,16300,-145,-113,35
1749,601,1171,16284,-174,-138,43
1750,601,1158,16261,-166,-131,28
1751,579,1164,16280,-152,-125,42
1752,598,1176,16293,-138,-95,36
1753,596,1189,16334,-161,-125,37
1754,609,1200,16302,-183,-135,24
1755,578,1164,16290,-161,-122,27
1756,579,1200,16293,-173,-113,25
1757,617,1197,16309,-141,-129,35
1758,590,1209,16300,-139,-122,20
1759,601,1173,16319,-158,-113,22
1760,611,1184,16309,-183,-121,42
1761,631,1203,16311,-177,-106,42
1762,606,1197,16310,-142,-107,38
1763,593,1189,16290,-142,-129,22
1764,593,1167,16277,-177,-130,43
1765,575,1178,16280,-172,-111,47
1766,597,1199,16337,-163,-102,36
1767,586,1169,16297,-152,-99,37
1768,621,1181,16270,-160,-99,25
1769,586,1201,16305,-172,-111,5
1770,623,1195,16344,-154,-129,17
1771,611,1195,16309,-151,-103,40
1772,619,1175,16253,-177,-106,25
1773,618,1164,16283,-155,-108,28
1774,629,1182,16303,-168,-112,31
1775,649,1198,16341,-168,-124,25
1776,620,1189,16315,-162,-117,11
1777,576,1174,16325,-160,-124,22
1778,592,1220,16304,-172,-126,24
1779,611,1193,16277,-151,-131,30
1780,599,1200,16283,-160,-100,48
1781,600,1211,16297,-147,-130,42
1782,573,1203,16292,-154,-124,33
1783,576,1202,16302,-170,-99,39
1784,597,1179,16349,-165,-128,39
1785,593,1194,16328,-151,-138,51
1786,605,1177,16274,-152,-112,34
1787,604,1174,16246,-169,-133,13
1788,571,1186,16310,-165,-128,31
1789,571,1204,16306,-158,-126,35
1790,604,1175,16259,-150,-122,23
1791,621,1206,16289,-158,-123,48
1792,605,1201,16292,-152,-137,49
1793,587,1207,16288,-148,-126,40
1794,551,1187,16285,-179,-134,36
1795,610,1181,16291,-185,-117,31
1796,622,1197,16281,-176,-117,37
1797,615,1190,16270,-150,-100,36
1798,598,1216,16304,-154,-120,18
1799,590,1212,16331,-180,-117,41
1800,594,1162,16278,-173,-136,34
1801,627,1181,16295,-160,-124,35
1802,642,1191,16284,-160,-120,30
1803,611,1199,16269,-168,-128,21
1804,618,1171,16310,-168,-116,33
1805,621,1151,16309,-166,-127,34
1806,582,1175,16315,-163,-110,12
1807,629,1213,16249,-158,-119,24
1808,600,1177,16278,-171,-117,46
1809,618,1164,16301,-154,-115,22
1810,586,1166,16297,-155,-108,19
1811,586,1198,16292,-172,-108,50
1812,609,1220,16278,-164,-121,30
1813,592,1206,16282,-155,-100,37
1814,589,1188,16309,-157,-126,46
1815,626,1187,16317,-156,-132,40
1816,594,1183,16311,-152,-148,20
1817,586,1198,16290,-154,-115,44
1818,613,1194,16254,-157,-105,30
1819,613,1189,16301,-162,-96,32
1820,624,1185,16254,-152,-104,32
1821,618,1172,16325,-151,-133,7
1822,619,1203,16280,-157,-120,18
1823,610,1215,16294,-166,-118,38
1824,560,1182,16321,-195,-120,40
1825,588,1148,16306,-190,-121,38
1826,600,1178,16315,-160,-123,10
1827,623,1171,16282,-145,-112,22
1828,599,1189,16341,-176,-116,20
1829,608,1194,16297,-171,-117,31
1830,598,1194,16292,-162,-120,32
1831,626,1173,16332,-170,-140,27
1832,612,1206,16255,-155,-137,22
1833,617,1195,16269,-166,-146,24
1834,611,1159,16333,-159,-120,28
1835,645,1155,16295,-166,-121,43
1836,613,1200,16323,-169,-147,40
1837,596,1175,16294,-139,-104,47
1838,610,1184,16305,-174,-109,29
1839,622,1213,16321,-174,-136,13
1840,568,1205,16289,-169,-132,39
1841,602,1167,16305,-144,-151,45
1842,580,1199,16296,-162,-131,17
1843,605,1187,16296,-166,-112,38
1844,610,1181,16291,-177,-107,45
1845,594,1183,16312,-155,-132,37
1846,597,1167,16293,-151,-120,38
1847,615,1172,16290,-191,-137,38
1848,633,1181,16294,-182,-135,21
1849,601,1216,16308,-190,-148,26
1850,616,1188,16322,-166,-128,28
1851,635,1200,16306,-164,-100,17
1852,602,1203,16341,-171,-121,22
1853,585,1182,16320,-161,-118,19
1854,606,1190,16290,-159,-122,44
1855,585,1179,16313,-179,-130,46
1856,608,1184,16302,-167,-124,51
1857,621,1172,16289,-175,-132,32
1858,631,1169,16260,-161,-108,49
1859,573,1175,16285,-172,-84,45
1860,572,1161,16305,-179,-95,40
1861,635,1178,16301,-151,-105,31
1862,603,1151,16261,-165,-138,28
1863,566,1168,16270,-174,-133,24
1864,572,1196,16279,-187,-128,39
1865,593,1187,16298,-175,-120,46
1866,625,1154,16294,-161,-103,43
1867,626,1196,16292,-175,-106,38
1868,615,1179,16323,-184,-113,24
1869,569,1167,16319,-155,-122,32
1870,597,1196,16295,-150,-111,44
1871,611,1197,16310,-156,-127,33
1872,582,1192,16315,-141,-145,52
1873,597,1206,16244,-174,-120,28
1874,589,1218,16247,-196,-112,34
1875,616,1226,16268,-160,-133,63
1876,594,1149,16270,-184,-127,50
1877,596,1169,16326,-189,-115,21
1878,601,1164,16313,-157,-107,46
1879,588,1177,16337,-169,-115,37
1880,572,1158,16307,-169,-100,39
1881,596,1175,16325,-183,-109,20
1882,592,1164,16279,-176,-130,46
1883,609,1179,16279,-165,-119,42
1884,587,1210,16320,-132,-119,19
1885,571,1191,16286,-148,-131,21
1886,602,1159,16298,-154,-124,29
1887,593,1209,16316,-154,-120,30
1888,615,1191,16267,-153,-129,3
1889,592,1191,16280,-152,-121,37
1890,594,1200,16268,-174,-128,51
1891,648,1166,16314,-141,-128,20
1892,622,1174,16316,-144,-123,45
1893,579,1188,16301,-155,-113,29
1894,595,1183,16255,-167,-103,28
1895,624,1165,16280,-162,-124,33
1896,600,1148,16304,-160,-121,28
1897,593,1156,16300,-148,-89,40
1898,609,1156,16277,-143,-115,21
1899,634,1185,16297,-143,-112,43
1900,577,1182,16299,-154,-105,42
1901,576,1182,16300,-159,-113,34
1902,589,1182,16308,-162,-126,43
1903,579,1172,16306,-157,-115,44
1904,597,1185,16308,-163,-99,37
1905,597,1179,16302,-159,-126,24
1906,592,1168,16305,-153,-103,16
1907,647,1171,16300,-147,-86,17
1908,629,1221,16280,-180,-114,30
1909,650,1164,16276,-169,-133,43
1910,620,1165,16270,-179,-117,23
1911,584,1177,16303,-182,-116,15
1912,585,1190,16272,-151,-136,40
1913,618,1173,16222,-172,-120,46
1914,559,1164,16275,-160,-112,22
1915,601,1171,16305,-170,-109,25
1916,603,1173,16335,-158,-110,51
1917,621,1166,16295,-158,-109,26
1918,627,1152,16304,-144,-119,14
1919,612,1197,16319,-184,-106,37
1920,586,1171,16300,-178,-129,36
1921,621,1172,16278,-154,-125,26
1922,607,1186,16317,-151,-149,30
1923,624,1171,16299,-148,-116,28
1924,643,1165,16315,-149,-124,46
1925,561,1165,16287,-150,-124,30
1926,623,1152,16300,-161,-96,35
1927,616,1182,16246,-173,-116,22
1928,585,1216,16278,-158,-112,46
1929,594,1176,16281,-155,-144,40
1930,619,1188,16296,-140,-142,20
1931,607,1172,16306,-158,-115,50
1932,598,1187,16310,-189,-118,41
1933,613,1177,16294,-151,-131,40
1934,581,1178,16268,-149,-99,23
1935,626,1165,16265,-176,-111,16
1936,623,1181,16336,-163,-137,3
1937,575,1169,16286,-150,-132,43
1938,593,1148,16271,-169,-115,44
1939,617,1183,16272,-155,-96,33
1940,650,1160,16264,-163,-122,41
1941,621,1174,16298,-143,-120,48
1942,557,1179,16318,-167,-104,48
1943,617,1174,16330,-154,-114,34
1944,620,1187,16292,-161,-114,40
1945,561,1175,16287,-159,-103,37
1946,591,1184,16287,-190,-92,24
1947,607,1196,16269,-187,-133,27
1948,632,1179,16297,-168,-133,40
1949,609,1163,16300,-163,-119,30
1950,608,1189,16313,-163,-109,36
1951,593,1183,16283,-191,-115,35
1952,609,1172,16308,-150,-111,23
1953,625,1164,16316,-169,-134,32
1954,592,1154,16276,-177,-125,46
1955,609,1193,16281,-181,-123,45
1956,646,1182,16274,-150,-126,31
1957,613,1176,16307,-154,-125,47
1958,613,1191,16299,-154,-116,39
1959,574,1180,16286,-165,-145,30
1960,614,1198,16285,-177,-140,49
1961,608,1199,16325,-167,-97,19
1962,593,1185,16308,-172,-104,27
1963,587,1181,16297,-148,-82,27
1964,621,1183,16302,-176,-115,31
1965,600,1143,16307,-197,-128,26
1966,590,1154,16298,-187,-126,31
1967,535,1179,16269,-179,-121,16
1968,581,1183,16305,-188,-110,23
1969,586,1186,16305,-180,-138,49
1970,598,1171,16275,-180,-123,31
1971,586,1213,16284,-164,-106,25
1972,589,1180,16284,-148,-120,30
1973,627,1133,16292,-167,-119,29
1974,627,1172,16336,-185,-121,20
1975,605,1205,16294,-162,-112,40
1976,584,1173,16303,-139,-107,42
1977,598,1173,16295,-167,-106,34
1978,631,1186,16246,-155,-131,39
1979,586,1194,16266,-146,-150,42
1980,601,1188,16313,-159,-127,36
1981,588,1180,16300,-169,-129,19
1982,592,1166,16292,-163,-126,41
1983,618,1172,16275,-187,-138,49
1984,606,1175,16316,-169,-137,27
1985,619,1192,16294,-185,-139,31
1986,619,1178,16309,-172,-116,40
1987,594,1178,16297,-161,-128,24
1988,590,1167,16321,-183,-113,51
1989,603,1174,16313,-191,-113,45
1990,615,1174,16283,-178,-120,22
1991,592,1149,16281,-191,-119,29
1992,615,1180,16330,-186,-112,22
1993,625,1217,16360,-144,-119,30
1994,632,1173,16274,-130,-122,35
1995,625,1168,16299,-178,-128,24
1996,610,1168,16292,-164,-117,27
1997,589,1169,16280,-155,-130,36
1998,625,1184,16298,-162,-130,36
1999,591,1181,16299,-146,-125,23
2000,617,1221,16276,-160,-109,27
2001,619,1198,16259,-160,-92,23
2002,606,1158,16297,-165,-99,48
2003,597,1172,16319,-134,-110,50
2004,607,1173,16320,-166,-125,35
2005,621,1181,16296,-180,-93,25
2006,598,1178,16297,-165,-113,16
2007,612,1174,16290,-173,-119,41
2008,582,1173,16326,-180,-132,38
2009,587,1192,16261,-168,-112,36
2010,612,1204,16266,-173,-105,23
2011,602,1205,16277,-153,-113,25
2012,641,1172,16297,-165,-142,35
2013,577,1189,16286,-165,-120,46
2014,578,1167,16265,-153,-138,39
2015,598,1193,16271,-172,-140,27
2016,562,1202,16307,-173,-109,22
2017,550,1197,16271,-168,-120,15
2018,605,1176,16297,-163,-133,27
2019,636,1202,16267,-159,-131,52
2020,600,1159,16289,-169,-123,42
2021,611,1173,16296,-161,-107,36
2022,620,1156,16317,-143,-124,39
2023,626,1180,16329,-155,-130,49
2024,595,1201,16282,-160,-88,37
2025,597,1171,16297,-168,-121,32
2026,605,1183,16287,-163,-139,20
2027,610,1166,16330,-181,-121,19
2028,604,1211,16309,-169,-117,23
2029,586,1198,16298,-177,-131,32
2030,637,1201,16319,-170,-111,22
2031,607,1194,16309,-184,-129,46
2032,591,1182,16268,-151,-152,49
2033,608,1177,16248,-150,-125,23
2034,566,1193,16293,-157,-131,15
2035,598,1161,16281,-151,-141,29
2036,596,1181,16275,-174,-115,48
2037,619,1166,16303,-155,-120,25
2038,610,1181,16324,-144,-114,31
2039,577,1170,16335,-156,-124,41
2040,589,1176,16295,-165,-135,23
2041,613,1200,16288,-173,-123,39
2042,614,1180,16303,-165,-106,36
2043,595,1179,16283,-166,-101,37
2044,609,1176,16258,-152,-112,21
2045,636,1168,16293,-149,-107,10
2046,606,1162,16290,-161,-122,21
2047,636,1155,16292,-173,-124,41
2048,618,1185,16320,-162,-122,24
2049,588,1179,16291,-139,-124,8
2050,589,1176,16269,-165,-135,23
2051,576,1198,16279,-172,-121,16
2052,585,1200,16294,-175,-137,20
2053,593,1160,16261,-157,-132,29
2054,576,1174,16268,-179,-120,41
2055,601,1197,16282,-162,-100,29
2056,611,1194,16298,-148,-92,21
2057,594,1190,16302,-159,-104,32
2058,574,1153,16304,-173,-119,30
2059,597,1142,16306,-177,-125,20
2060,607,1171,16281,-177,-128,43
2061,630,1174,16290,-163,-134,44
2062,612,1191,16310,-175,-136,30
2063,573,1192,16304,-186,-111,42
2064,607,1203,16280,-173,-118,43
2065,609,1167,16301,-171,-129,7
2066,573,1152,16304,-166,-104,18
2067,616,1151,16290,-176,-98,24
2068,614,1190,16317,-146,-113,28
2069,603,1179,16298,-153,-114,13
2070,601,1180,16281,-168,-106,54
2071,602,1200,16280,-172,-115,36
2072,596,1203,16282,-162,-107,38
2073,622,1166,16237,-167,-103,35
2074,605,1173,16283,-175,-113,43
2075,584,1185,16305,-164,-112,38
2076,576,1208,16281,-158,-151,16
2077,593,1188,16294,-165,-150,34
2078,613,1189,16285,-164,-97,32
2079,605,1183,16291,-171,-111,34
2080,589,1188,16320,-166,-132,39
2081,587,1150,16286,-158,-137,33
2082,564,1199,16286,-128,-125,24
2083,572,1195,16297,-166,-127,29
2084,620,1198,16286,-168,-137,33
2085,624,1162,16292,-139,-126,24
2086,600,1178,16273,-168,-110,25
2087,597,1212,16296,-159,-128,31
2088,608,1201,16321,-174,-124,41
2089,596,1167,16281,-169,-122,21
2090,606,1164,16276,-155,-142,14
2091,613,1204,16249,-158,-134,26
2092,594,1167,16280,-146,-119,46
2093,591,1175,16313,-147,-127,38
2094,608,1218,16303,-168,-125,18
2095,612,1199,16320,-193,-134,29
2096,597,1176,16261,-158,-127,20
2097,586,1183,16272,-166,-114,39
2098,621,1187,16281,-170,-116,46
2099,639,1191,16292,-166,-130,31
2100,624,1201,16286,-140,-131,33
2101,657,1188,16319,-157,-126,35
2102,610,1176,16287,-158,-130,31
2103,592,1200,16285,-175,-130,43
2104,586,1188,16310,-172,-115,39
2105,599,1169,16331,-166,-120,23
2106,596,1195,16299,-158,-116,22
2107,570,1170,16262,-168,-119,40
2108,609,1191,16305,-149,-130,37
2109,586,1189,16322,-160,-118,38
2110,572,1195,16267,-162,-133,39
2111,598,1204,16280,-145,-132,37
2112,603,1169,16275,-177,-123,34
2113,607,1188,16311,-175,-108,30
2114,620,1178,16321,-162,-111,44
2115,616,1205,16280,-181,-111,24
2116,585,1208,16263,-158,-124,19
2117,589,1186,16280,-144,-115,29
2118,598,1171,16285,-156,-112,54
2119,627,1179,16316,-184,-134,24
2120,613,1173,16286,-159,-129,31
2121,615,1199,16283,-170,-121,48
2122,620,1178,16264,-136,-103,29
2123,588,1171,16239,-136,-107,48
2124,576,1177,16242,-146,-94,31
2125,575,1198,16273,-156,-108,12
2126,572,1189,16283,-150,-103,19
2127,600,1213,16305,-167,-95,23
2128,629,1193,16305,-171,-105,25
2129,596,1173,16290,-175,-120,27
2130,608,1167,16247,-178,-152,35
2131,605,1209,16303,-160,-128,38
2132,627,1184,16269,-147,-112,46
2133,627,1166,16320,-142,-108,30
2134,631,1149,16296,-158,-126,21
2135,628,1177,16271,-165,-140,33
2136,594,1167,16265,-161,-135,32
2137,577,1188,16301,-154,-139,41
2138,575,1184,16309,-160,-120,42
2139,619,1193,16328,-159,-93,39
2140,591,1201,16306,-168,-126,21
2141,596,1185,16270,-173,-107,31
2142,602,1189,16277,-174,-111,35
2143,587,1214,16283,-184,-132,43
2144,576,1205,16291,-157,-113,32
2145,613,1178,16302,-155,-130,55
2146,615,1237,16302,-159,-107,27
2147,612,1210,16286,-151,-115,15
2148,616,1183,16288,-169,-124,28
2149,609,1190,16288,-190,-117,41
2150,628,1179,16281,-188,-124,39
2151,599,1149,16271,-143,-130,24
2152,566,1180,16296,-147,-128,28
2153,584,1170,16317,-170,-118,41
2154,605,1157,16318,-165,-121,39
2155,639,1182,16322,-156,-112,39
2156,590,1175,16291,-161,-120,39
2157,614,1183,16256,-173,-149,21
2158,623,1169,16294,-161,-123,38
2159,590,1157,16310,-174,-145,43
2160,654,1165,16281,-159,-131,22
2161,636,1188,16315,-158,-135,24
2162,609,1210,16352,-166,-127,33
2163,572,1175,16291,-169,-122,30
2164,607,1166,16300,-137,-114,24
2165,647,1170,16314,-179,-103,44
2166,596,1161,16279,-201,-116,41
2167,587,1164,16275,-195,-104,27
2168,613,1157,16307,-188,-113,22
2169,578,1207,16324,-171,-131,34
2170,556,1199,16279,-158,-138,45
2171,584,1182,16283,-150,-113,28
2172,605,1183,16283,-141,-112,35
2173,602,1178,16284,-155,-124,32
2174,599,1213,16314,-182,-139,33
2175,615,1205,16271,-165,-113,21
2176,606,1189,16277,-183,-124,27
