sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
3084,597,1170,16333,-143,-112,26
3085,594,1181,16329,-156,-114,36
3086,602,1162,16299,-146,-104,42
3087,600,1183,16262,-156,-130,58
3088,596,1184,16307,-196,-136,27
3089,603,1190,16332,-190,-123,29
3090,608,1196,16318,-175,-131,34
3091,594,1159,16295,-158,-126,38
3092,616,1184,16316,-148,-126,41
3093,616,1191,16299,-162,-137,34
3094,606,1180,16292,-145,-124,29
3095,571,1204,16292,-166,-124,12
3096,580,1167,16329,-158,-133,24
3097,600,1176,16334,-156,-116,24
3098,605,1176,16347,-153,-124,31
3099,585,1199,16293,-164,-125,59
3100,596,1205,16290,-165,-93,34
3101,617,1189,16289,-165,-106,26
3102,616,1173,16282,-165,-102,22
3103,623,1178,16298,-165,-98,20
3104,604,1173,16271,-153,-122,24
3105,586,1188,16270,-137,-117,23
3106,580,1172,16263,-176,-123,6
3107,596,1191,16298,-172,-118,22
3108,631,1199,16294,-140,-131,32
3109,609,1173,16334,-145,-121,4
3110,593,1202,16302,-167,-100,47
3111,595,1175,16260,-136,-121,32
3112,588,1188,16289,-149,-109,23
3113,601,1184,16257,-165,-115,31
3114,641,1182,16288,-168,-133,25
3115,593,1158,16272,-159,-123,29
3116,582,1189,16301,-156,-112,49
3117,591,1182,16305,-165,-108,29
3118,604,1185,16290,-163,-122,41
3119,583,1162,16321,-164,-116,42
3120,586,1195,16276,-169,-122,41
3121,581,1181,16314,-141,-104,24
3122,618,1182,16300,-153,-95,33
3123,641,1193,16332,-177,-123,35
3124,600,1171,16305,-161,-122,27
3125,593,1161,16300,-159,-106,23
3126,589,1187,16283,-158,-107,30
3127,573,1172,16306,-160,-109,21
3128,620,1164,16297,-166,-117,25
3129,589,1205,16298,-161,-127,24
3130,576,1196,16319,-149,-126,48
3131,594,1165,16327,-146,-124,33
3132,594,1176,16325,-183,-125,38
3133,610,1168,16323,-189,-138,34
3134,607,1163,16238,-174,-119,45
3135,582,1182,16258,-171,-124,41
3136,587,1196,16285,-183,-135,30
3137,628,1191,16296,-168,-112,32
3138,580,1169,16296,-159,-125,30
3139,570,1178,16277,-163,-130,14
3140,605,1179,16303,-147,-121,19
3141,578,1185,16307,-145,-132,53
3142,586,1145,16311,-150,-124,38
3143,604,1156,16296,-186,-111,19
3144,609,1179,16276,-192,-95,23
3145,596,1219,16302,-149,-113,38
3146,578,1186,16284,-163,-132,33
3147,579,1144,16293,-161,-154,38
3148,590,1153,16297,-155,-141,27
3149,594,1198,16305,-146,-128,31
3150,595,1191,16289,-151,-127,27
3151,583,1166,16296,-146,-143,30
3152,591,1181,16284,-172,-144,32
3153,631,1217,16265,-176,-137,36
3154,627,1194,16286,-160,-131,36
3155,603,1164,16293,-173,-116,30
3156,598,1174,16313,-165,-118,31
3157,585,1205,16290,-164,-113,35
3158,643,1169,16270,-154,-130,30
3159,644,1167,16293,-152,-118,25
3160,610,1186,16299,-182,-120,37
3161,569,1174,16291,-180,-112,27
3162,578,1163,16287,-158,-118,8
3163,615,1171,16307,-143,-138,18
3164,604,1204,16305,-171,-113,44
3165,586,1173,16327,-191,-113,33
3166,629,1174,16314,-151,-125,36
3167,622,1181,16279,-169,-107,32
3168,597,1160,16288,-169,-119,14
3169,590,1150,16314,-184,-116,7
3170,627,1176,16312,-164,-112,29
3171,596,1204,16279,-150,-120,49
3172,559,1152,16248,-142,-110,31
3173,592,1167,16288,-157,-125,35
3174,610,1222,16290,-189,-147,43
3175,586,1192,16282,-180,-125,30
3176,578,1193,16314,-167,-120,41
3177,595,1185,16321,-173,-121,48
3178,600,1205,16298,-172,-114,36
3179,603,1163,16288,-170,-117,22
3180,561,1161,16292,-177,-101,31
3181,616,1196,16274,-162,-100,25
3182,614,1175,16277,-164,-121,26
3183,578,1161,16288,-181,-109,30
3184,610,1151,16292,-173,-124,37
3185,619,1185,16287,-156,-108,30
3186,562,1189,16294,-170,-110,36
3187,580,1169,16283,-173,-121,11
3188,599,1174,16315,-161,-140,21
3189,602,1189,16276,-178,-110,30
3190,579,1194,16282,-195,-100,20
3191,586,1191,16288,-184,-125,46
3192,653,1185,16290,-169,-130,33
3193,609,1173,16290,-163,-137,18
3194,564,1193,16269,-157,-142,33
3195,602,1192,16262,-183,-126,16
3196,601,1177,16285,-152,-109,26
3197,592,1178,16305,-151,-105,30
3198,605,1185,16292,-156,-132,34
3199,617,1174,16283,-169,-141,33
3200,642,1174,16300,-183,-141,34
3201,602,1189,16267,-155,-135,38
3202,604,1187,16284,-149,-122,33
3203,629,1186,16316,-163,-134,42
3204,579,1174,16275,-160,-127,32
3205,611,1202,16276,-177,-97,55
3206,605,1203,16309,-172,-104,46
3207,627,1173,16298,-177,-126,25
3208,634,1191,16301,-190,-134,36
3209,638,1190,16264,-149,-116,33
3210,615,1208,16329,-152,-115,45
3211,582,1183,16291,-146,-127,23
3212,579,1164,16308,-137,-143,23
3213,603,1209,16338,-154,-141,29
3214,598,1199,16289,-191,-119,39
3215,625,1185,16294,-170,-128,49
3216,630,1197,16295,-173,-99,34
3217,624,1157,16306,-170,-103,34
3218,587,1184,16310,-172,-107,43
3219,603,1191,16300,-156,-127,23
3220,597,1146,16310,-153,-132,28
3221,615,1186,16292,-162,-103,44
3222,572,1201,16305,-142,-122,36
3223,572,1197,16288,-154,-112,19
3224,591,1174,16267,-179,-102,27
3225,592,1152,16286,-174,-123,43
3226,599,1182,16264,-199,-126,36
3227,625,1228,16273,-179,-118,51
3228,616,1159,16267,-167,-120,34
3229,581,1190,16302,-152,-122,17
3230,608,1188,16312,-180,-128,36
3231,628,1138,16296,-177,-137,29
3232,613,1182,16302,-164,-144,27
3233,586,1174,16231,-178,-136,27
3234,571,1148,16294,-187,-99,50
3235,606,1161,16315,-184,-97,20
3236,596,1179,16296,-143,-110,23
3237,594,1164,16267,-165,-105,23
3238,558,1189,16316,-160,-99,19
3239,620,1206,16317,-171,-135,32
3240,652,1197,16300,-158,-123,24
3241,601,1175,16295,-168,-117,38
3242,595,1190,16290,-159,-140,37
3243,586,1181,16279,-161,-143,16
3244,582,1162,16291,-183,-120,25
3245,592,1192,16272,-164,-119,43
3246,619,1136,16260,-167,-128,36
3247,601,1197,16302,-177,-119,27
3248,620,1183,16303,-166,-98,32
3249,599,1186,16284,-152,-107,28
3250,600,1189,16286,-179,-128,37
3251,598,1166,16316,-187,-108,31
3252,632,1180,16317,-172,-111,28
3253,579,1179,16313,-184,-119,31
3254,583,1179,16326,-171,-129,38
3255,583,1172,16288,-161,-124,35
3256,593,1198,16314,-188,-102,24
3257,585,1161,16302,-170,-122,29
3258,597,1151,16317,-165,-126,41
3259,596,1161,16280,-181,-120,41
3260,604,1170,16255,-173,-115,43
3261,596,1157,16302,-170,-124,43
3262,600,1172,16308,-166,-129,25
3263,586,1185,16292,-142,-112,41
3264,586,1215,16295,-157,-107,14
3265,627,1140,16301,-180,-134,25
3266,613,1155,16297,-165,-126,44
3267,599,1197,16316,-158,-119,33
3268,620,1209,16300,-165,-120,8
3269,554,1213,16275,-154,-103,23
3270,591,1182,16300,-157,-98,40
3271,616,1178,16296,-143,-105,36
3272,574,1192,16330,-160,-124,19
3273,577,1199,16300,-166,-133,18
3274,605,1172,16271,-165,-128,31
3275,588,1176,16265,-161,-113,39
3276,590,1183,16324,-156,-104,41
3277,615,1173,16353,-159,-104,40
3278,600,1192,16303,-156,-114,37
3279,602,1164,16299,-155,-123,44
3280,604,1152,16276,-170,-148,30
3281,579,1181,16336,-185,-137,24
3282,598,1213,16302,-165,-119,40
3283,582,1206,16275,-166,-112,23
3284,587,1207,16298,-171,-109,35
3285,573,1172,16320,-180,-101,21
3286,574,1177,16306,-182,-130,32
3287,620,1156,16286,-158,-134,40
3288,641,1151,16298,-154,-118,27
3289,626,1150,16326,-167,-106,31
3290,596,1140,16322,-151,-130,30
3291,605,1175,16288,-158,-140,19
3292,613,1175,16291,-164,-134,30
3293,608,1158,16322,-170,-133,45
3294,618,1198,16311,-194,-146,45
3295,586,1159,16268,-159,-137,40
3296,594,1183,16270,-155,-142,26
3297,611,1171,16308,-161,-126,26
3298,577,1162,16323,-144,-129,29
3299,616,1145,16261,-142,-139,26
3300,649,1173,16275,-178,-129,16
3301,587,1185,16295,-171,-115,48
3302,610,1170,16314,-170,-117,37
3303,571,1193,16284,-168,-136,20
3304,626,1175,16294,-152,-132,22
3305,607,1171,16304,-156,-126,39
3306,547,1181,16304,-144,-121,30
3307,599,1163,16281,-166,-116,34
3308,631,1175,16303,-145,-132,35
3309,621,1182,16289,-157,-101,33
3310,620,1153,16310,-164,-131,37
3311,582,1172,16279,-149,-128,45
3312,600,1178,16298,-171,-111,30
3313,608,1159,16338,-175,-120,28
3314,597,1156,16282,-156,-119,41
3315,598,1194,16312,-154,-121,44
3316,578,1210,16317,-173,-129,28
3317,623,1185,16303,-165,-115,32
3318,575,1180,16309,-150,-125,44
3319,582,1185,16286,-167,-135,41
3320,618,1185,16321,-158,-129,35
3321,594,1199,16334,-157,-129,31
3322,581,1188,16308,-164,-124,31
3323,582,1176,16286,-180,-117,32
3324,612,1182,16300,-157,-132,34
3325,610,1205,16294,-136,-119,47
3326,596,1212,16294,-182,-104,38
3327,601,1215,16289,-174,-130,31
3328,635,1199,16272,-170,-128,28
3329,598,1180,16311,-172,-99,23
3330,562,1201,16312,-144,-142,35
3331,624,1188,16308,-157,-134,54
3332,567,1190,16280,-147,-116,35
3333,580,1171,16315,-147,-109,44
3334,617,1170,16323,-164,-117,58
3335,596,1184,16310,-173,-121,32
3336,606,1157,16293,-162,-113,19
3337,576,1171,16284,-148,-105,32
3338,575,1162,16272,-150,-94,33
3339,600,1179,16277,-170,-117,38
3340,630,1189,16318,-166,-128,24
3341,604,1183,16274,-162,-125,34
3342,588,1183,16316,-128,-135,54
3343,625,1181,16331,-158,-132,54
3344,612,1185,16317,-160,-88,49
3345,592,1171,16304,-145,-102,32
3346,589,1181,16270,-139,-108,31
3347,599,1202,16274,-163,-149,25
3348,545,1185,16282,-156,-107,28
3349,611,1187,16280,-154,-102,28
3350,595,1212,16288,-166,-138,23
3351,626,1173,16291,-184,-155,27
3352,621,1172,16296,-174,-127,36
3353,566,1187,16312,-187,-127,40
3354,610,1184,16312,-176,-123,29
3355,600,1206,16295,-156,-125,28
3356,598,1212,16291,-162,-139,25
3357,624,1228,16301,-173,-117,25
3358,603,1167,16271,-149,-129,14
3359,615,1157,16289,-141,-121,18
3360,597,1182,16303,-160,-121,19
3361,608,1177,16329,-173,-129,33
3362,606,1177,16293,-170,-104,24
3363,622,1170,16331,-146,-125,35
3364,590,1204,16314,-148,-119,21
3365,620,1174,16329,-162,-126,31
3366,590,1166,16324,-160,-131,31
3367,619,1200,16245,-164,-129,27
3368,623,1236,16275,-167,-123,39
3369,601,1181,16319,-163,-129,39
3370,573,1169,16303,-168,-126,22
3371,595,1164,16249,-182,-125,34
3372,596,1155,16275,-160,-137,36
3373,591,1178,16328,-166,-116,24
3374,594,1155,16320,-168,-129,28
3375,600,1183,16255,-158,-110,40
3376,603,1181,16274,-179,-118,31
3377,577,1190,16288,-175,-127,29
3378,604,1167,16301,-159,-126,44
3379,586,1186,16294,-155,-110,31
3380,631,1200,16240,-172,-123,16
3381,635,1180,16298,-171,-141,46
3382,635,1167,16343,-175,-129,52
3383,615,1191,16296,-177,-117,52
3384,579,1155,16284,-181,-129,46
3385,609,1166,16307,-179,-136,47
3386,596,1183,16293,-154,-114,43
3387,561,1214,16317,-165,-108,47
3388,597,1168,16296,-155,-101,27
3389,617,1200,16305,-145,-150,25
3390,644,1194,16302,-132,-143,29
3391,591,1196,16292,-161,-126,40
3392,581,1173,16307,-157,-132,28
3393,609,1162,16307,-162,-120,20
3394,588,1203,16314,-177,-127,43
3395,626,1188,16289,-167,-132,49
3396,606,1155,16298,-166,-134,27
3397,614,1209,16277,-155,-138,32
3398,604,1178,16304,-156,-145,36
3399,583,1179,16287,-165,-119,50
3400,597,1189,16303,-170,-112,27
3401,595,1171,16328,-154,-133,1
3402,589,1170,16301,-140,-114,37
3403,595,1150,16297,-169,-103,42
3404,589,1139,16279,-165,-131,18
3405,606,1166,16296,-163,-125,29
3406,601,1180,16336,-171,-133,47
3407,591,1165,16301,-164,-147,38
3408,584,1200,16316,-163,-125,39
3409,602,1181,16279,-167,-125,26
3410,607,1159,16281,-173,-112,42
3411,628,1168,16311,-173,-100,37
3412,589,1211,16306,-164,-125,37
3413,587,1198,16312,-191,-102,39
3414,589,1195,16292,-177,-137,27
3415,567,1181,16286,-167,-120,24
3416,570,1178,16268,-160,-118,34
3417,583,1176,16303,-171,-120,40
3418,598,1172,16311,-155,-129,34
3419,612,1187,16297,-149,-132,33
3420,639,1180,16294,-158,-118,28
3421,609,1210,16301,-163,-143,22
3422,615,1159,16307,-161,-122,30
3423,591,1163,16312,-142,-97,31
3424,614,1174,16254,-155,-119,36
3425,595,1186,16263,-163,-113,34
3426,590,1142,16290,-153,-112,48
3427,561,1159,16334,-161,-136,43
3428,594,1197,16321,-153,-124,19
3429,596,1180,16279,-147,-122,35
3430,580,1165,16301,-161,-132,11
3431,608,1194,16289,-162,-135,27
3432,619,1188,16275,-153,-136,42
3433,606,1176,16294,-153,-122,20
3434,601,1178,16304,-159,-125,32
3435,580,1170,16294,-172,-96,17
3436,605,1171,16281,-136,-110,26
3437,620,1174,16304,-174,-128,13
3438,643,1184,16305,-176,-126,21
3439,614,1185,16296,-171,-138,49
3440,580,1173,16263,-165,-120,31
3441,606,1180,16263,-172,-102,25
3442,633,1193,16238,-157,-109,35
3443,632,1185,16272,-155,-131,29
3444,617,1201,16310,-153,-123,18
3445,630,1196,16308,-154,-133,15
3446,607,1162,16339,-161,-111,30
3447,620,1165,16292,-158,-119,25
3448,616,1162,16299,-179,-133,58
3449,620,1195,16285,-164,-134,54
3450,610,1208,16299,-170,-124,23
3451,585,1169,16301,-167,-121,26
3452,576,1170,16296,-153,-146,28
3453,614,1178,16287,-152,-138,30
3454,650,1180,16296,-152,-134,27
3455,598,1172,16323,-150,-147,33
3456,600,1177,16283,-169,-118,24
3457,580,1170,16313,-177,-118,32
3458,580,1179,16281,-155,-111,29
3459,577,1161,16289,-169,-101,43
3460,631,1195,16267,-174,-126,37
3461,644,1186,16295,-165,-124,36
3462,587,1185,16321,-152,-89,47
3463,584,1187,16313,-161,-102,27
3464,593,1186,16306,-162,-124,31
3465,619,1185,16278,-158,-105,39
3466,637,1187,16309,-165,-107,35
3467,597,1170,16276,-146,-110,34
3468,588,1190,16297,-159,-121,35
3469,622,1193,16290,-191,-120,39
3470,644,1157,16326,-151,-122,35
3471,626,1187,16299,-152,-113,13
3472,594,1145,16310,-151,-127,12
3473,631,1155,16303,-123,-125,41
3474,641,1186,16303,-157,-125,20
3475,617,1181,16312,-162,-116,38
3476,578,1182,16313,-146,-110,50
3477,585,1172,16272,-159,-127,63
3478,611,1165,16281,-174,-126,23
3479,614,1138,16288,-176,-103,16
3480,600,1134,16309,-155,-98,40
3481,608,1168,16334,-178,-119,32
3482,585,1204,16283,-165,-109,16
3483,579,1163,16267,-130,-105,19
3484,587,1165,16240,-146,-124,31
3485,587,1156,16247,-175,-126,21
3486,625,1172,16277,-184,-115,23
3487,603,1206,16273,-166,-120,46
3488,589,1182,16270,-171,-120,23
3489,591,1163,16307,-162,-109,20
3490,598,1162,16353,-147,-113,33
3491,598,1189,16315,-177,-119,28
3492,597,1188,16283,-160,-118,32
3493,644,1176,16273,-155,-139,27
3494,608,1183,16293,-145,-147,30
3495,610,1196,16290,-147,-122,22
3496,618,1166,16315,-160,-111,12
3497,609,1160,16293,-159,-119,43
3498,586,1171,16294,-151,-107,23
3499,586,1179,16322,-163,-137,17
3500,616,1155,16295,-191,-105,42
3501,569,1161,16242,-171,-89,24
3502,602,1190,16267,-172,-97,23
3503,607,1185,16308,-154,-119,26
3504,585,1179,16276,-150,-129,31
3505,584,1196,16272,-173,-125,32
3506,625,1185,16315,-158,-120,21
3507,592,1186,16335,-158,-116,44
3508,591,1178,16317,-162,-113,62
3509,585,1186,16311,-154,-111,48
3510,584,1187,16292,-147,-142,28
3511,608,1167,16296,-165,-112,41
3512,619,1191,16295,-171,-122,29
3513,591,1183,16288,-156,-111,30
3514,610,1165,16278,-170,-113,42
3515,609,1210,16299,-148,-107,41
3516,592,1196,16326,-169,-108,22
3517,581,1159,16281,-179,-111,9
3518,589,1194,16284,-185,-121,20
3519,615,1211,16330,-188,-108,28
3520,612,1167,16302,-183,-102,45
3521,612,1196,16332,-161,-121,28
3522,575,1177,16291,-148,-132,39
3523,600,1188,16312,-164,-134,14
3524,598,1199,16289,-155,-144,15
3525,607,1177,16331,-160,-113,37
3526,610,1192,16323,-174,-131,38
3527,591,1193,16303,-178,-134,29
3528,619,1180,16320,-173,-130,18
3529,581,1169,16285,-175,-151,35
3530,631,1208,16292,-172,-126,38
3531,614,1157,16289,-168,-141,52
3532,610,1163,16294,-159,-127,31
3533,599,1224,16278,-184,-119,26
3534,613,1175,16294,-152,-148,28
3535,638,1167,16304,-175,-128,17
3536,623,1187,16260,-163,-116,45
3537,590,1175,16302,-186,-125,26
3538,603,1179,16307,-138,-114,31
3539,583,1175,16260,-158,-101,38
3540,570,1166,16306,-154,-87,37
3541,595,1164,16310,-183,-107,26
3542,586,1187,16263,-177,-112,29
3543,598,1187,16290,-177,-116,20
3544,601,1174,16301,-139,-124,33
3545,603,1158,16305,-145,-101,31
3546,573,1175,16300,-154,-106,27
3547,607,1174,16304,-166,-111,10
3548,606,1188,16321,-164,-124,41
3549,619,1170,16315,-153,-119,38
3550,592,1164,16295,-153,-113,21
3551,590,1176,16309,-180,-128,33
3552,616,1180,16303,-170,-122,43
3553,628,1192,16310,-182,-136,28
3554,605,1209,16279,-171,-131,37
3555,579,1197,16291,-170,-127,45
3556,571,1148,16302,-174,-97,34
3557,603,1173,16352,-175,-118,34
3558,608,1194,16335,-198,-100,41
3559,604,1201,16267,-172,-137,39
3560,620,1213,16272,-161,-111,23
3561,600,1206,16282,-132,-113,27
3562,613,1164,16306,-145,-128,30
3563,596,1182,16331,-173,-132,27
3564,589,1179,16311,-160,-125,27
3565,604,1135,16317,-161,-108,42
3566,583,1173,16294,-173,-110,41
3567,601,1206,16288,-184,-120,44
3568,618,1176,16266,-144,-100,38
3569,579,1151,16300,-152,-109,33
3570,573,1208,16314,-187,-133,36
3571,579,1193,16315,-176,-135,33
3572,612,1176,16308,-167,-109,25
3573,577,1191,16289,-183,-115,35
3574,583,1205,16274,-173,-118,32
3575,604,1208,16299,-178,-128,33
3576,602,1185,16295,-165,-123,33
3577,593,1162,16302,-160,-128,31
3578,598,1170,16279,-149,-112,40
3579,591,1188,16299,-163,-119,41
3580,606,1189,16283,-166,-104,37
3581,611,1201,16304,-184,-117,34
3582,602,1168,16315,-156,-107,27
3583,561,1178,16276,-147,-125,37
3584,609,1187,16288,-176,-105,34
3585,608,1172,16314,-166,-91,32
3586,600,1197,16278,-157,-120,26
3587,630,1238,16272,-150,-105,30
3588,589,1203,16267,-157,-121,30
3589,591,1181,16300,-135,-112,24
3590,584,1196,16309,-154,-116,32
3591,559,1179,16287,-131,-118,36
3592,593,1173,16305,-164,-112,43
3593,605,1166,16301,-189,-126,50
3594,598,1188,16318,-168,-132,36
3595,609,1189,16308,-117,-111,25
3596,575,1176,16298,-154,-129,33
3597,590,1177,16295,-165,-118,23
3598,605,1177,16315,-169,-118,17
3599,609,1176,16349,-170,-113,36
3600,637,1189,16298,-162,-123,34
3601,603,1190,16299,-186,-104,22
3602,600,1184,16275,-175,-114,21
3603,588,1175,16304,-162,-124,42
3604,593,1177,16346,-168,-135,34
3605,581,1159,16302,-139,-126,14
3606,603,1183,16292,-162,-123,30
3607,626,1178,16309,-155,-118,46
3608,591,1187,16317,-147,-111,51
3609,603,1167,16284,-187,-114,32
3610,608,1186,16289,-183,-111,15
3611,587,1165,16297,-135,-122,24
3612,629,1176,16285,-145,-100,31
3613,575,1174,16289,-169,-116,23
3614,566,1185,16327,-164,-113,28
3615,615,1185,16282,-163,-112,21
3616,626,1176,16286,-164,-144,31
3617,608,1174,16270,-168,-141,39
3618,599,1182,16307,-154,-118,14
3619,584,1177,16318,-155,-107,13
3620,626,1203,16263,-171,-103,27
3621,615,1202,16303,-186,-120,37
3622,628,1171,16321,-202,-114,38
3623,575,1160,16341,-179,-128,25
3624,584,1176,16333,-152,-122,38
3625,607,1174,16302,-182,-116,44
3626,591,1154,16281,-165,-117,31
3627,614,1183,16301,-165,-112,47
3628,557,1205,16295,-169,-116,25
3629,591,1155,16306,-191,-133,43
3630,619,1205,16329,-169,-111,37
3631,619,1202,16313,-172,-105,38
3632,604,1186,16333,-167,-120,36
3633,578,1171,16290,-157,-132,18
3634,600,1179,16285,-154,-131,21
3635,586,1168,16311,-179,-124,41
3636,581,1200,16296,-158,-121,31
3637,599,1181,16284,-138,-120,24
3638,601,1165,16306,-157,-118,28
3639,606,1160,16259,-155,-135,38
3640,596,1175,16274,-165,-116,39
3641,610,1179,16316,-178,-101,29
3642,623,1174,16307,-179,-146,22
3643,596,1160,16278,-173,-128,42
3644,631,1172,16294,-179,-119,32
3645,597,1199,16313,-164,-130,9
3646,576,1193,16288,-134,-126,19
3647,603,1196,16252,-161,-146,44
3648,572,1193,16283,-164,-136,45
3649,578,1206,16342,-142,-126,44
3650,582,1192,16325,-172,-120,19
3651,566,1177,16281,-163,-125,1
3652,559,1165,16278,-163,-138,34
3653,590,1176,16276,-174,-136,40
3654,596,1155,16301,-150,-117,6
3655,593,1166,16301,-168,-97,24
3656,611,1151,16330,-157,-103,54
3657,597,1167,16315,-156,-113,36
3658,607,1162,16264,-161,-123,44
3659,614,1206,16309,-165,-101,32
3660,587,1197,16304,-153,-112,43
3661,603,1189,16263,-154,-113,44
3662,629,1185,16335,-176,-104,35
3663,621,1199,16331,-167,-113,32
3664,609,1193,16318,-151,-127,19
3665,598,1189,16307,-153,-131,19
3666,570,1196,16274,-156,-114,21
3667,565,1173,16285,-169,-104,26
3668,632,1147,16285,-169,-129,42
3669,574,1178,16310,-167,-123,63
3670,580,1185,16358,-169,-109,55
3671,620,1191,16304,-168,-120,36
3672,596,1182,16272,-185,-123,29
3673,607,1206,16311,-169,-108,42
3674,577,1207,16299,-176,-95,36
3675,607,1193,16286,-145,-106,26
3676,589,1154,16323,-156,-129,35
3677,604,1173,16298,-184,-127,23
3678,615,1181,16306,-163,-129,46
3679,619,1193,16280,-145,-129,45
3680,588,1175,16306,-155,-122,26
3681,607,1189,16291,-191,-124,32
3682,589,1175,16288,-167,-140,30
3683,558,1188,16307,-141,-112,40
3684,589,1210,16283,-175,-101,17
3685,583,1192,16268,-172,-128,24
3686,582,1159,16264,-166,-123,28
3687,585,1184,16264,-154,-114,43
3688,618,1179,16305,-140,-125,26
3689,626,1153,16291,-169,-134,55
3690,627,1175,16299,-150,-113,30
3691,592,1170,16301,-172,-112,36
3692,622,1178,16291,-199,-129,21
3693,605,1166,16237,-177,-122,37
3694,605,1154,16279,-180,-147,54
3695,606,1168,16291,-181,-151,20
3696,603,1184,16278,-167,-134,2
3697,618,1173,16296,-177,-131,20
3698,592,1175,16321,-171,-111,37
3699,606,1169,16275,-162,-126,32
3700,595,1153,16275,-157,-134,30
3701,585,1189,16312,-163,-134,51
3702,590,1172,16298,-172,-97,35
3703,609,1181,16262,-178,-105,24
3704,581,1194,16292,-167,-126,27
3705,589,1206,16297,-134,-140,37
3706,626,1173,16322,-155,-125,25
3707,598,1169,16337,-174,-121,21
3708,607,1173,16303,-165,-126,31
3709,610,1182,16279,-161,-111,29
3710,601,1186,16308,-158,-108,25
3711,612,1150,16302,-192,-109,43
3712,592,1184,16331,-176,-124,43
3713,566,1176,16300,-152,-122,29
3714,606,1193,16321,-162,-122,41
3715,577,1188,16278,-174,-135,37
3716,606,1197,16278,-168,-116,8
3717,615,1176,16306,-161,-134,29
3718,625,1160,16298,-170,-114,54
3719,600,1183,16323,-181,-131,46
3720,572,1194,16297,-147,-126,30
3721,590,1168,16317,-150,-126,44
3722,630,1194,16274,-171,-117,33
3723,601,1184,16291,-167,-124,36
3724,632,1208,16321,-176,-127,26
3725,610,1193,16281,-170,-120,39
3726,575,1173,16294,-171,-141,45
3727,608,1187,16303,-169,-126,28
3728,625,1184,16287,-158,-115,36
3729,583,1207,16244,-161,-123,42
3730,601,1174,16303,-171,-135,51
3731,588,1141,16340,-173,-130,34
3732,616,1181,16262,-163,-121,18
3733,600,1150,16297,-164,-120,18
3734,592,1191,16296,-162,-119,47
3735,607,1187,16300,-169,-133,45
3736,599,1160,16328,-177,-122,28
3737,601,1149,16308,-186,-117,29
3738,607,1147,16299,-143,-112,49
3739,591,1194,16330,-155,-123,55
3740,596,1186,16294,-162,-128,39
3741,577,1170,16309,-178,-129,10
3742,589,1158,16289,-151,-118,26
3743,623,1190,16290,-159,-128,26
3744,633,1171,16326,-148,-149,24
3745,593,1168,16328,-172,-130,23
3746,629,1185,16275,-177,-136,29
3747,606,1199,16320,-147,-129,39
3748,582,1197,16311,-162,-121,24
3749,588,1179,16274,-172,-107,11
3750,618,1158,16293,-153,-117,33
3751,591,1166,16320,-165,-132,36
3752,597,1171,16315,-188,-122,39
3753,575,1192,16319,-180,-124,35
3754,603,1187,16320,-175,-149,43
3755,617,1155,16315,-161,-114,37
3756,608,1185,16326,-172,-114,51
3757,613,1186,16295,-165,-124,-3
3758,590,1179,16281,-166,-104,15
3759,644,1182,16298,-188,-114,26
3760,609,1188,16318,-178,-105,29
3761,621,1209,16274,-158,-135,37
3762,585,1179,16290,-136,-132,27
3763,655,1191,16290,-133,-135,9
3764,597,1198,16267,-183,-120,40
3765,586,1179,16320,-181,-113,29
3766,601,1191,16280,-196,-141,34
3767,568,1205,16301,-184,-119,38
3768,568,1191,16291,-169,-119,26
3769,598,1171,16312,-170,-140,22
3770,627,1169,16274,-161,-107,30
3771,613,1192,16298,-154,-124,29
3772,607,1184,16303,-171,-127,31
3773,593,1189,16279,-183,-139,54
3774,596,1191,16283,-153,-153,63
3775,610,1182,16310,-143,-114,25
3776,586,1180,16312,-173,-131,15
3777,623,1187,16315,-178,-123,34
3778,598,1164,16307,-163,-114,36
3779,584,1155,16303,-160,-157,14
3780,607,1193,16276,-157,-128,37
3781,583,1180,16340,-166,-107,51
3782,614,1149,16326,-159,-120,41
3783,603,1171,16302,-159,-137,27
3784,618,1198,16282,-163,-134,8
3785,622,1180,16301,-166,-141,28
3786,577,1176,16322,-167,-114,43
3787,627,1173,16311,-169,-132,42
3788,592,1178,16260,-151,-142,24
3789,612,1199,16278,-142,-120,17
3790,612,1183,16310,-157,-103,20
3791,593,1157,16258,-178,-126,19
3792,572,1195,16281,-165,-132,42
3793,603,1163,16295,-161,-137,31
3794,624,1166,16312,-147,-122,6
3795,613,1183,16273,-152,-122,32
3796,613,1198,16297,-161,-130,19
3797,586,1164,16315,-156,-127,35
3798,572,1176,16305,-177,-113,56
3799,596,1171,16306,-167,-113,31
3800,604,1170,16295,-160,-112,46
3801,589,1178,16313,-166,-125,34
3802,587,1184,16299,-166,-120,18
3803,601,1200,16310,-167,-116,31
3804,616,1200,16299,-171,-113,35
3805,619,1205,16378,-173,-117,29
3806,617,1166,16342,-161,-118,30
3807,570,1187,16305,-153,-100,38
3808,606,1166,16293,-165,-127,36
3809,633,1166,16307,-153,-137,30
3810,589,1198,16304,-153,-117,58
3811,599,1185,16325,-154,-114,35
3812,623,1193,16315,-137,-130,42
3813,581,1197,16325,-159,-126,36
3814,585,1173,16271,-171,-98,28
3815,620,1176,16308,-170,-124,32
3816,607,1186,16302,-189,-120,24
